Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),I,II,III,IV,V,"Temperature, K","VdWVolume, A^3#1","VdWVolume, A^3#2","VdWVolume, A^3#3",NumHeteroatoms,RingCount,InertialShapeFactor,SpherocityIndex,Metal_frac_gen,Li,C,N,O,F,Mg,Al,P,S,Cl,K,Cr,Fe,Co,Cu,Zn,Br,train/test,"Viscosity, cP",Reference (DOI),"Viscosity_prediction, cP"
CHOLINE CHLORIDE,phenol,water,0.02,0.08,0.9,0,0,1,0,1,293.15,-22.68236862,31.03715766,2.516458948,6.6,0.08,0.05153893313,0.4511984413,0,0,0.58,0.02,1,0,0,0,0,0,0.02,0,0,0,0,0,0,0,train,2.827,10.1016/j.fluid.2021.113290,3.308365501
CHOLINE CHLORIDE,phenol,water,0.02,0.08,0.9,0,0,1,0,1,303.15,-22.68236862,31.03715766,2.516458948,6.6,0.08,0.05153893313,0.4511984413,0,0,0.58,0.02,1,0,0,0,0,0,0.02,0,0,0,0,0,0,0,train,2.128,10.1016/j.fluid.2021.113290,2.755694567
CHOLINE CHLORIDE,phenol,water,0.02,0.08,0.9,0,0,1,0,1,313.15,-22.68236862,31.03715766,2.516458948,6.6,0.08,0.05153893313,0.4511984413,0,0,0.58,0.02,1,0,0,0,0,0,0.02,0,0,0,0,0,0,0,train,1.66,10.1016/j.fluid.2021.113290,1.471849745
CHOLINE CHLORIDE,phenol,water,0.02,0.08,0.9,0,0,1,0,1,323.15,-22.68236862,31.03715766,2.516458948,6.6,0.08,0.05153893313,0.4511984413,0,0,0.58,0.02,1,0,0,0,0,0,0.02,0,0,0,0,0,0,0,train,1.334,10.1016/j.fluid.2021.113290,1.049975713
CHOLINE CHLORIDE,phenol,water,0.02,0.08,0.9,0,0,1,0,1,333.15,-22.68236862,31.03715766,2.516458948,6.6,0.08,0.05153893313,0.4511984413,0,0,0.58,0.02,1,0,0,0,0,0,0.02,0,0,0,0,0,0,0,train,1.099,10.1016/j.fluid.2021.113290,0.9627269191
Cobaltchloride,Methyltrioctylammonium chloride,octanoic acid,0.2,0.4,0.4,1,0,1,1,0,296.15,36.89804895,36.0881569,15.13621021,2,0,0.0006116654021,0.4541568977,0.04804577854,0,13.2,0.4,0.8,0,0,0,0,0,0.8,0,0,0,0.2,0,0,0,train,428,10.1016/j.molliq.2022.120000,428.787001
Cobaltchloride,Trioctylphosphine oxide,octanoic acid,0.2,0.4,0.4,0,0,0,1,1,296.15,36.89804895,39.42863063,15.13621021,1.6,0.4,0.0004490133698,0.5255462776,0.04945881733,0,12.8,0,1.2,0,0,0,0.4,0,0.4,0,0,0,0.2,0,0,0,test,155,10.1016/j.molliq.2022.120000,273.9254459
Cobaltchloride,Trioctylamine,octanoic acid,0.2,0.4,0.4,0,0,0,1,1,296.15,36.89804895,45.40863063,15.13621021,2.4,0,0.0003729883661,0.5985035197,0.05235580233,0,12.8,0.4,0.8,0,0,0,0,0,0.4,0,0,0,0.2,0,0,0,train,432,10.1016/j.molliq.2022.120000,295.8524161
GADOLINIUM CHLORIDE,Trioctylphosphine oxide,Decanoic acid,0.143,0.429,0.429,0,0,0,1,1,296.15,55.34707342,39.42863063,20.41526276,1.859,0.429,0.0003963768973,0.5239302228,0.08104216357,0,14.586,0,1.287,0,0,0,0.429,0,0.429,0,0,0,0,0,0,0,test,177,10.1016/j.molliq.2022.120000,259.3667002
Neodymium chloride,Trioctylphosphine oxide,octanoic acid,0.143,0.429,0.429,0,0,0,1,1,296.15,55.34707342,39.42863063,15.13621021,1.573,0.429,0.0004052170056,0.5250517829,0.07825622729,0,13.728,0,1.287,0,0,0,0.429,0,0.429,0,0,0,0,0,0,0,train,260,10.1016/j.molliq.2022.120000,259.7853617
Cobaltchloride,Trioctylphosphine oxide,THYMOL,0.143,0.429,0.429,0,0,0,1,1,296.15,36.89804895,39.42863063,41.59526276,1.573,0.429,0.0004094548639,0.5704657867,0.03386103605,0,14.586,0,0.858,0,0,0,0.429,0,0.286,0,0,0,0.143,0,0,0,train,247,10.1016/j.molliq.2022.120000,230.29329
CHOLINE CHLORIDE,urea,water,0.033,0.067,0.9,0,0,1,0,1,293.15,-22.68236862,7.672444172,2.516458948,6.533,0.201,0.05259514366,0.4653300869,0,0,0.232,0.167,1,0,0,0,0,0,0.033,0,0,0,0,0,0,0,train,1.6178,10.1021/je5001796,3.019348142
CHOLINE CHLORIDE,urea,water,0.067,0.133,0.8,0,0,1,0,1,293.15,-22.68236862,7.672444172,2.516458948,6.067,0.399,0.02672792526,0.4632790759,0,0,0.468,0.333,1,0,0,0,0,0,0.067,0,0,0,0,0,0,0,train,2.8436,10.1021/je5001796,7.101714892
CHOLINE CHLORIDE,urea,water,0.1,0.199,0.701,0,0,1,0,1,293.15,-22.68236862,7.672444172,2.516458948,5.605,0.597,0.0180475173,0.4629537898,0,0,0.699,0.498,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,train,5.0645,10.1021/je5001796,17.75779117
CHOLINE CHLORIDE,urea,water,0.133,0.267,0.6,0,0,1,0,1,293.15,-22.68236862,7.672444172,2.516458948,5.133,0.801,0.01359740791,0.4630611997,0,0,0.932,0.667,1,0,0,0,0,0,0.133,0,0,0,0,0,0,0,train,9.1829,10.1021/je5001796,18.79370678
CHOLINE CHLORIDE,urea,water,0.165,0.33,0.505,0,0,1,0,1,293.15,-22.68236862,7.672444172,2.516458948,4.69,0.99,0.01099819506,0.4628009813,0,0,1.155,0.825,1,0,0,0,0,0,0.165,0,0,0,0,0,0,0,train,17.589,10.1021/je5001796,31.68768969
CHOLINE CHLORIDE,urea,water,0.2,0.4,0.4,0,0,1,0,1,293.15,-22.68236862,7.672444172,2.516458948,4.2,1.2,0.00909008458,0.4627105729,0,0,1.4,1,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,34.5047,10.1021/je5001796,55.06409764
CHOLINE CHLORIDE,urea,water,0.233,0.466,0.301,0,0,1,0,1,293.15,-22.68236862,7.672444172,2.516458948,3.738,1.398,0.00781217468,0.4626500675,0,0,1.631,1.165,1,0,0,0,0,0,0.233,0,0,0,0,0,0,0,train,73.3357,10.1021/je5001796,79.6832233
CHOLINE CHLORIDE,urea,water,0.267,0.533,0.2,0,0,1,0,1,293.15,-22.68236862,7.672444172,2.516458948,3.267,1.599,0.006827027609,0.4625349202,0,0,1.868,1.333,1,0,0,0,0,0,0.267,0,0,0,0,0,0,0,train,169.4133,10.1021/je5001796,108.0077223
CHOLINE CHLORIDE,urea,water,0.299,0.598,0.102,0,0,1,0,1,293.15,-22.68236862,7.672444172,2.516458948,2.807,1.794,0.006097742854,0.4625686605,0,0,2.093,1.495,0.999,0,0,0,0,0,0.299,0,0,0,0,0,0,0,train,436.1138,10.1021/je5001796,191.5278185
CHOLINE CHLORIDE,urea,water,0.033,0.067,0.9,0,0,1,0,1,303.15,-22.68236862,7.672444172,2.516458948,6.533,0.201,0.05259514366,0.4653300869,0,0,0.232,0.167,1,0,0,0,0,0,0.033,0,0,0,0,0,0,0,train,1.3125,10.1021/je5001796,2.551967555
CHOLINE CHLORIDE,urea,water,0.067,0.133,0.8,0,0,1,0,1,303.15,-22.68236862,7.672444172,2.516458948,6.067,0.399,0.02672792526,0.4632790759,0,0,0.468,0.333,1,0,0,0,0,0,0.067,0,0,0,0,0,0,0,train,2.2654,10.1021/je5001796,5.449610318
CHOLINE CHLORIDE,urea,water,0.1,0.199,0.701,0,0,1,0,1,303.15,-22.68236862,7.672444172,2.516458948,5.605,0.597,0.0180475173,0.4629537898,0,0,0.699,0.498,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,train,3.9093,10.1021/je5001796,13.27650937
CHOLINE CHLORIDE,urea,water,0.133,0.267,0.6,0,0,1,0,1,303.15,-22.68236862,7.672444172,2.516458948,5.133,0.801,0.01359740791,0.4630611997,0,0,0.932,0.667,1,0,0,0,0,0,0.133,0,0,0,0,0,0,0,train,6.7782,10.1021/je5001796,14.40280902
CHOLINE CHLORIDE,urea,water,0.165,0.33,0.505,0,0,1,0,1,303.15,-22.68236862,7.672444172,2.516458948,4.69,0.99,0.01099819506,0.4628009813,0,0,1.155,0.825,1,0,0,0,0,0,0.165,0,0,0,0,0,0,0,train,12.2515,10.1021/je5001796,24.22978862
CHOLINE CHLORIDE,urea,water,0.2,0.4,0.4,0,0,1,0,1,303.15,-22.68236862,7.672444172,2.516458948,4.2,1.2,0.00909008458,0.4627105729,0,0,1.4,1,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,22.6048,10.1021/je5001796,38.78874217
CHOLINE CHLORIDE,urea,water,0.233,0.466,0.301,0,0,1,0,1,303.15,-22.68236862,7.672444172,2.516458948,3.738,1.398,0.00781217468,0.4626500675,0,0,1.631,1.165,1,0,0,0,0,0,0.233,0,0,0,0,0,0,0,train,43.4958,10.1021/je5001796,54.53661433
CHOLINE CHLORIDE,urea,water,0.267,0.533,0.2,0,0,1,0,1,303.15,-22.68236862,7.672444172,2.516458948,3.267,1.599,0.006827027609,0.4625349202,0,0,1.868,1.333,1,0,0,0,0,0,0.267,0,0,0,0,0,0,0,train,89.4403,10.1021/je5001796,72.08471284
CHOLINE CHLORIDE,urea,water,0.299,0.598,0.102,0,0,1,0,1,303.15,-22.68236862,7.672444172,2.516458948,2.807,1.794,0.006097742854,0.4625686605,0,0,2.093,1.495,0.999,0,0,0,0,0,0.299,0,0,0,0,0,0,0,train,200.6193,10.1021/je5001796,130.9664045
CHOLINE CHLORIDE,urea,water,0.033,0.067,0.9,0,0,1,0,1,313.15,-22.68236862,7.672444172,2.516458948,6.533,0.201,0.05259514366,0.4653300869,0,0,0.232,0.167,1,0,0,0,0,0,0.033,0,0,0,0,0,0,0,train,1.0858,10.1021/je5001796,1.352908728
CHOLINE CHLORIDE,urea,water,0.067,0.133,0.8,0,0,1,0,1,313.15,-22.68236862,7.672444172,2.516458948,6.067,0.399,0.02672792526,0.4632790759,0,0,0.468,0.333,1,0,0,0,0,0,0.067,0,0,0,0,0,0,0,train,1.8509,10.1021/je5001796,2.87920456
CHOLINE CHLORIDE,urea,water,0.1,0.199,0.701,0,0,1,0,1,313.15,-22.68236862,7.672444172,2.516458948,5.605,0.597,0.0180475173,0.4629537898,0,0,0.699,0.498,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,train,3.1117,10.1021/je5001796,6.968249716
CHOLINE CHLORIDE,urea,water,0.133,0.267,0.6,0,0,1,0,1,313.15,-22.68236862,7.672444172,2.516458948,5.133,0.801,0.01359740791,0.4630611997,0,0,0.932,0.667,1,0,0,0,0,0,0.133,0,0,0,0,0,0,0,train,5.1982,10.1021/je5001796,7.784673562
CHOLINE CHLORIDE,urea,water,0.165,0.33,0.505,0,0,1,0,1,313.15,-22.68236862,7.672444172,2.516458948,4.69,0.99,0.01099819506,0.4628009813,0,0,1.155,0.825,1,0,0,0,0,0,0.165,0,0,0,0,0,0,0,train,8.9032,10.1021/je5001796,13.48061775
CHOLINE CHLORIDE,urea,water,0.2,0.4,0.4,0,0,1,0,1,313.15,-22.68236862,7.672444172,2.516458948,4.2,1.2,0.00909008458,0.4627105729,0,0,1.4,1,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,15.8076,10.1021/je5001796,21.08503368
CHOLINE CHLORIDE,urea,water,0.233,0.466,0.301,0,0,1,0,1,313.15,-22.68236862,7.672444172,2.516458948,3.738,1.398,0.00781217468,0.4626500675,0,0,1.631,1.165,1,0,0,0,0,0,0.233,0,0,0,0,0,0,0,train,28.0056,10.1021/je5001796,29.17862147
CHOLINE CHLORIDE,urea,water,0.267,0.533,0.2,0,0,1,0,1,313.15,-22.68236862,7.672444172,2.516458948,3.267,1.599,0.006827027609,0.4625349202,0,0,1.868,1.333,1,0,0,0,0,0,0.267,0,0,0,0,0,0,0,train,52.3574,10.1021/je5001796,39.52427942
CHOLINE CHLORIDE,urea,water,0.299,0.598,0.102,0,0,1,0,1,313.15,-22.68236862,7.672444172,2.516458948,2.807,1.794,0.006097742854,0.4625686605,0,0,2.093,1.495,0.999,0,0,0,0,0,0.299,0,0,0,0,0,0,0,train,104.0292,10.1021/je5001796,73.69591391
CHOLINE CHLORIDE,urea,water,0.033,0.067,0.9,0,0,1,0,1,323.15,-22.68236862,7.672444172,2.516458948,6.533,0.201,0.05259514366,0.4653300869,0,0,0.232,0.167,1,0,0,0,0,0,0.033,0,0,0,0,0,0,0,train,0.9234,10.1021/je5001796,1.018962656
CHOLINE CHLORIDE,urea,water,0.1,0.199,0.701,0,0,1,0,1,323.15,-22.68236862,7.672444172,2.516458948,5.605,0.597,0.0180475173,0.4629537898,0,0,0.699,0.498,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,train,2.5381,10.1021/je5001796,5.258593664
CHOLINE CHLORIDE,urea,water,0.133,0.267,0.6,0,0,1,0,1,323.15,-22.68236862,7.672444172,2.516458948,5.133,0.801,0.01359740791,0.4630611997,0,0,0.932,0.667,1,0,0,0,0,0,0.133,0,0,0,0,0,0,0,train,4.1152,10.1021/je5001796,5.87260801
CHOLINE CHLORIDE,urea,water,0.165,0.33,0.505,0,0,1,0,1,323.15,-22.68236862,7.672444172,2.516458948,4.69,0.99,0.01099819506,0.4628009813,0,0,1.155,0.825,1,0,0,0,0,0,0.165,0,0,0,0,0,0,0,train,6.5254,10.1021/je5001796,10.12004748
CHOLINE CHLORIDE,urea,water,0.2,0.4,0.4,0,0,1,0,1,323.15,-22.68236862,7.672444172,2.516458948,4.2,1.2,0.00909008458,0.4627105729,0,0,1.4,1,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,11.6217,10.1021/je5001796,15.70395854
CHOLINE CHLORIDE,urea,water,0.233,0.466,0.301,0,0,1,0,1,323.15,-22.68236862,7.672444172,2.516458948,3.738,1.398,0.00781217468,0.4626500675,0,0,1.631,1.165,1,0,0,0,0,0,0.233,0,0,0,0,0,0,0,train,19.2941,10.1021/je5001796,21.71979215
CHOLINE CHLORIDE,urea,water,0.267,0.533,0.2,0,0,1,0,1,323.15,-22.68236862,7.672444172,2.516458948,3.267,1.599,0.006827027609,0.4625349202,0,0,1.868,1.333,1,0,0,0,0,0,0.267,0,0,0,0,0,0,0,train,33.2125,10.1021/je5001796,28.92429051
CHOLINE CHLORIDE,urea,water,0.299,0.598,0.102,0,0,1,0,1,323.15,-22.68236862,7.672444172,2.516458948,2.807,1.794,0.006097742854,0.4625686605,0,0,2.093,1.495,0.999,0,0,0,0,0,0.299,0,0,0,0,0,0,0,train,61.1854,10.1021/je5001796,56.2919422
CHOLINE CHLORIDE,urea,water,0.033,0.067,0.9,0,0,1,0,1,333.15,-22.68236862,7.672444172,2.516458948,6.533,0.201,0.05259514366,0.4653300869,0,0,0.232,0.167,1,0,0,0,0,0,0.033,0,0,0,0,0,0,0,train,0.798,10.1021/je5001796,0.9104498945
CHOLINE CHLORIDE,urea,water,0.067,0.133,0.8,0,0,1,0,1,333.15,-22.68236862,7.672444172,2.516458948,6.067,0.399,0.02672792526,0.4632790759,0,0,0.468,0.333,1,0,0,0,0,0,0.067,0,0,0,0,0,0,0,train,1.3049,10.1021/je5001796,1.763606398
CHOLINE CHLORIDE,urea,water,0.1,0.199,0.701,0,0,1,0,1,333.15,-22.68236862,7.672444172,2.516458948,5.605,0.597,0.0180475173,0.4629537898,0,0,0.699,0.498,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,train,2.1172,10.1021/je5001796,4.32115738
CHOLINE CHLORIDE,urea,water,0.133,0.267,0.6,0,0,1,0,1,333.15,-22.68236862,7.672444172,2.516458948,5.133,0.801,0.01359740791,0.4630611997,0,0,0.932,0.667,1,0,0,0,0,0,0.133,0,0,0,0,0,0,0,train,3.3415,10.1021/je5001796,4.862183617
CHOLINE CHLORIDE,urea,water,0.165,0.33,0.505,0,0,1,0,1,333.15,-22.68236862,7.672444172,2.516458948,4.69,0.99,0.01099819506,0.4628009813,0,0,1.155,0.825,1,0,0,0,0,0,0.165,0,0,0,0,0,0,0,train,5.1376,10.1021/je5001796,8.175404831
CHOLINE CHLORIDE,urea,water,0.2,0.4,0.4,0,0,1,0,1,333.15,-22.68236862,7.672444172,2.516458948,4.2,1.2,0.00909008458,0.4627105729,0,0,1.4,1,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,8.2652,10.1021/je5001796,12.88480342
CHOLINE CHLORIDE,urea,water,0.233,0.466,0.301,0,0,1,0,1,333.15,-22.68236862,7.672444172,2.516458948,3.738,1.398,0.00781217468,0.4626500675,0,0,1.631,1.165,1,0,0,0,0,0,0.233,0,0,0,0,0,0,0,train,13.9586,10.1021/je5001796,17.63368959
CHOLINE CHLORIDE,urea,water,0.267,0.533,0.2,0,0,1,0,1,333.15,-22.68236862,7.672444172,2.516458948,3.267,1.599,0.006827027609,0.4625349202,0,0,1.868,1.333,1,0,0,0,0,0,0.267,0,0,0,0,0,0,0,train,22.5795,10.1021/je5001796,22.4313861
CHOLINE CHLORIDE,urea,water,0.299,0.598,0.102,0,0,1,0,1,333.15,-22.68236862,7.672444172,2.516458948,2.807,1.794,0.006097742854,0.4625686605,0,0,2.093,1.495,0.999,0,0,0,0,0,0.299,0,0,0,0,0,0,0,train,38.2495,10.1021/je5001796,42.01247892
CHOLINE CHLORIDE,urea,water,0.033,0.067,0.9,0,0,1,0,1,343.15,-22.68236862,7.672444172,2.516458948,6.533,0.201,0.05259514366,0.4653300869,0,0,0.232,0.167,1,0,0,0,0,0,0.033,0,0,0,0,0,0,0,train,0.701,10.1021/je5001796,0.7927900619
CHOLINE CHLORIDE,urea,water,0.067,0.133,0.8,0,0,1,0,1,343.15,-22.68236862,7.672444172,2.516458948,6.067,0.399,0.02672792526,0.4632790759,0,0,0.468,0.333,1,0,0,0,0,0,0.067,0,0,0,0,0,0,0,train,1.1287,10.1021/je5001796,1.43257569
CHOLINE CHLORIDE,urea,water,0.1,0.199,0.701,0,0,1,0,1,343.15,-22.68236862,7.672444172,2.516458948,5.605,0.597,0.0180475173,0.4629537898,0,0,0.699,0.498,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,train,1.7978,10.1021/je5001796,3.329792283
CHOLINE CHLORIDE,urea,water,0.133,0.267,0.6,0,0,1,0,1,343.15,-22.68236862,7.672444172,2.516458948,5.133,0.801,0.01359740791,0.4630611997,0,0,0.932,0.667,1,0,0,0,0,0,0.133,0,0,0,0,0,0,0,train,2.7739,10.1021/je5001796,3.682486931
CHOLINE CHLORIDE,urea,water,0.165,0.33,0.505,0,0,1,0,1,343.15,-22.68236862,7.672444172,2.516458948,4.69,0.99,0.01099819506,0.4628009813,0,0,1.155,0.825,1,0,0,0,0,0,0.165,0,0,0,0,0,0,0,train,4.156,10.1021/je5001796,6.21017462
CHOLINE CHLORIDE,urea,water,0.2,0.4,0.4,0,0,1,0,1,343.15,-22.68236862,7.672444172,2.516458948,4.2,1.2,0.00909008458,0.4627105729,0,0,1.4,1,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,6.4745,10.1021/je5001796,10.07122554
CHOLINE CHLORIDE,urea,water,0.233,0.466,0.301,0,0,1,0,1,343.15,-22.68236862,7.672444172,2.516458948,3.738,1.398,0.00781217468,0.4626500675,0,0,1.631,1.165,1,0,0,0,0,0,0.233,0,0,0,0,0,0,0,train,10.323,10.1021/je5001796,13.78312568
CHOLINE CHLORIDE,urea,water,0.267,0.533,0.2,0,0,1,0,1,343.15,-22.68236862,7.672444172,2.516458948,3.267,1.599,0.006827027609,0.4625349202,0,0,1.868,1.333,1,0,0,0,0,0,0.267,0,0,0,0,0,0,0,train,16.2228,10.1021/je5001796,17.23828514
CHOLINE CHLORIDE,urea,water,0.299,0.598,0.102,0,0,1,0,1,343.15,-22.68236862,7.672444172,2.516458948,2.807,1.794,0.006097742854,0.4625686605,0,0,2.093,1.495,0.999,0,0,0,0,0,0.299,0,0,0,0,0,0,0,train,25.8876,10.1021/je5001796,31.3449606
CHOLINE CHLORIDE,urea,water,0.033,0.067,0.9,0,0,1,0,1,353.15,-22.68236862,7.672444172,2.516458948,6.533,0.201,0.05259514366,0.4653300869,0,0,0.232,0.167,1,0,0,0,0,0,0.033,0,0,0,0,0,0,0,train,0.6265,10.1021/je5001796,0.6966097528
CHOLINE CHLORIDE,urea,water,0.067,0.133,0.8,0,0,1,0,1,353.15,-22.68236862,7.672444172,2.516458948,6.067,0.399,0.02672792526,0.4632790759,0,0,0.468,0.333,1,0,0,0,0,0,0.067,0,0,0,0,0,0,0,train,0.9911,10.1021/je5001796,1.229958346
CHOLINE CHLORIDE,urea,water,0.1,0.199,0.701,0,0,1,0,1,353.15,-22.68236862,7.672444172,2.516458948,5.605,0.597,0.0180475173,0.4629537898,0,0,0.699,0.498,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,train,1.5515,10.1021/je5001796,2.80540141
CHOLINE CHLORIDE,urea,water,0.133,0.267,0.6,0,0,1,0,1,353.15,-22.68236862,7.672444172,2.516458948,5.133,0.801,0.01359740791,0.4630611997,0,0,0.932,0.667,1,0,0,0,0,0,0.133,0,0,0,0,0,0,0,train,2.3461,10.1021/je5001796,3.135950047
CHOLINE CHLORIDE,urea,water,0.165,0.33,0.505,0,0,1,0,1,353.15,-22.68236862,7.672444172,2.516458948,4.69,0.99,0.01099819506,0.4628009813,0,0,1.155,0.825,1,0,0,0,0,0,0.165,0,0,0,0,0,0,0,train,3.4372,10.1021/je5001796,4.991412988
CHOLINE CHLORIDE,urea,water,0.2,0.4,0.4,0,0,1,0,1,353.15,-22.68236862,7.672444172,2.516458948,4.2,1.2,0.00909008458,0.4627105729,0,0,1.4,1,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,5.203,10.1021/je5001796,7.97062115
CHOLINE CHLORIDE,urea,water,0.233,0.466,0.301,0,0,1,0,1,353.15,-22.68236862,7.672444172,2.516458948,3.738,1.398,0.00781217468,0.4626500675,0,0,1.631,1.165,1,0,0,0,0,0,0.233,0,0,0,0,0,0,0,train,17.742,10.1021/je5001796,11.01356218
CHOLINE CHLORIDE,urea,water,0.267,0.533,0.2,0,0,1,0,1,353.15,-22.68236862,7.672444172,2.516458948,3.267,1.599,0.006827027609,0.4625349202,0,0,1.868,1.333,1,0,0,0,0,0,0.267,0,0,0,0,0,0,0,train,12.1228,10.1021/je5001796,13.85527277
CHOLINE CHLORIDE,urea,water,0.299,0.598,0.102,0,0,1,0,1,353.15,-22.68236862,7.672444172,2.516458948,2.807,1.794,0.006097742854,0.4625686605,0,0,2.093,1.495,0.999,0,0,0,0,0,0.299,0,0,0,0,0,0,0,train,18.4986,10.1021/je5001796,24.58148414
CHOLINE CHLORIDE,urea,water,0.033,0.067,0.9,0,0,1,0,1,363.15,-22.68236862,7.672444172,2.516458948,6.533,0.201,0.05259514366,0.4653300869,0,0,0.232,0.167,1,0,0,0,0,0,0.033,0,0,0,0,0,0,0,train,0.5735,10.1021/je5001796,0.6483359639
CHOLINE CHLORIDE,urea,water,0.067,0.133,0.8,0,0,1,0,1,363.15,-22.68236862,7.672444172,2.516458948,6.067,0.399,0.02672792526,0.4632790759,0,0,0.468,0.333,1,0,0,0,0,0,0.067,0,0,0,0,0,0,0,train,0.8788,10.1021/je5001796,1.123053429
CHOLINE CHLORIDE,urea,water,0.1,0.199,0.701,0,0,1,0,1,363.15,-22.68236862,7.672444172,2.516458948,5.605,0.597,0.0180475173,0.4629537898,0,0,0.699,0.498,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,train,1.3576,10.1021/je5001796,2.410037204
CHOLINE CHLORIDE,urea,water,0.133,0.267,0.6,0,0,1,0,1,363.15,-22.68236862,7.672444172,2.516458948,5.133,0.801,0.01359740791,0.4630611997,0,0,0.932,0.667,1,0,0,0,0,0,0.133,0,0,0,0,0,0,0,train,2.0167,10.1021/je5001796,2.611520094
CHOLINE CHLORIDE,urea,water,0.165,0.33,0.505,0,0,1,0,1,363.15,-22.68236862,7.672444172,2.516458948,4.69,0.99,0.01099819506,0.4628009813,0,0,1.155,0.825,1,0,0,0,0,0,0.165,0,0,0,0,0,0,0,train,2.8964,10.1021/je5001796,4.069033864
CHOLINE CHLORIDE,urea,water,0.2,0.4,0.4,0,0,1,0,1,363.15,-22.68236862,7.672444172,2.516458948,4.2,1.2,0.00909008458,0.4627105729,0,0,1.4,1,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,4.2758,10.1021/je5001796,6.427514428
CHOLINE CHLORIDE,urea,water,0.233,0.466,0.301,0,0,1,0,1,363.15,-22.68236862,7.672444172,2.516458948,3.738,1.398,0.00781217468,0.4626500675,0,0,1.631,1.165,1,0,0,0,0,0,0.233,0,0,0,0,0,0,0,train,6.1852,10.1021/je5001796,8.65904582
CHOLINE CHLORIDE,urea,water,0.267,0.533,0.2,0,0,1,0,1,363.15,-22.68236862,7.672444172,2.516458948,3.267,1.599,0.006827027609,0.4625349202,0,0,1.868,1.333,1,0,0,0,0,0,0.267,0,0,0,0,0,0,0,train,9.295,10.1021/je5001796,10.87570169
CHOLINE CHLORIDE,urea,water,0.299,0.598,0.102,0,0,1,0,1,363.15,-22.68236862,7.672444172,2.516458948,2.807,1.794,0.006097742854,0.4625686605,0,0,2.093,1.495,0.999,0,0,0,0,0,0.299,0,0,0,0,0,0,0,train,13.705,10.1021/je5001796,18.68700277
Chromium chloride (CrCl3),CHOLINE CHLORIDE,water,0.14,0.02,0.84,0,0,1,0,0,326.15,55.34707342,-22.68236862,2.516458948,6.36,0,0.002994282203,0.5647619272,0.1815556224,0,0.1,0.02,0.86,0,0,0,0,0,0.44,0,0.14,0,0,0,0,0,train,1195.3,10.1002/apj.1873,429.4587594
Chromium chloride (CrCl3),CHOLINE CHLORIDE,water,0.14,0.02,0.84,0,0,1,0,0,336.65,55.34707342,-22.68236862,2.516458948,6.36,0,0.002994282203,0.5647619272,0.1815556224,0,0.1,0.02,0.86,0,0,0,0,0,0.44,0,0.14,0,0,0,0,0,train,646.5,10.1002/apj.1873,335.2770335
Chromium chloride (CrCl3),CHOLINE CHLORIDE,water,0.14,0.02,0.84,0,0,1,0,0,347.65,55.34707342,-22.68236862,2.516458948,6.36,0,0.002994282203,0.5647619272,0.1815556224,0,0.1,0.02,0.86,0,0,0,0,0,0.44,0,0.14,0,0,0,0,0,train,422.9,10.1002/apj.1873,258.001458
Chromium chloride (CrCl3),CHOLINE CHLORIDE,water,0.141,0.013,0.846,0,0,1,0,0,326.15,55.34707342,-22.68236862,2.516458948,6.384,0,0.002996115951,0.5668223441,0.1861532038,0,0.065,0.013,0.859,0,0,0,0,0,0.436,0,0.141,0,0,0,0,0,train,727.8,10.1002/apj.1873,447.7653267
Chromium chloride (CrCl3),CHOLINE CHLORIDE,water,0.141,0.013,0.846,0,0,1,0,0,336.65,55.34707342,-22.68236862,2.516458948,6.384,0,0.002996115951,0.5668223441,0.1861532038,0,0.065,0.013,0.859,0,0,0,0,0,0.436,0,0.141,0,0,0,0,0,train,463.6,10.1002/apj.1873,361.6276022
Chromium chloride (CrCl3),CHOLINE CHLORIDE,water,0.141,0.013,0.846,0,0,1,0,0,347.65,55.34707342,-22.68236862,2.516458948,6.384,0,0.002996115951,0.5668223441,0.1861532038,0,0.065,0.013,0.859,0,0,0,0,0,0.436,0,0.141,0,0,0,0,0,train,260.3,10.1002/apj.1873,278.278675
Chromium chloride (CrCl3),CHOLINE CHLORIDE,water,0.141,0.01,0.849,0,0,1,0,0,315.15,55.34707342,-22.68236862,2.516458948,6.396,0,0.003005854233,0.5677049784,0.1878937596,0,0.05,0.01,0.859,0,0,0,0,0,0.433,0,0.141,0,0,0,0,0,train,992,10.1002/apj.1873,419.131084
