Number of components,Type of DES,Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Tmelt, K",Phase diagram (Yes/No),Reference (DOI),Smiles#1,T#1,Smiles#2,T#2
2,5,tetradecanoic acid,dodecanoic acid,0.6998,0.3002,319.37,Yes,10.1021/je060146z,CCCCCCCCCCCCCC(=O)O,327,CCCCCCCCCCCC(=O)O,317.5
2,5,tetradecanoic acid,dodecanoic acid,0.5999,0.4001,316.37,Yes,10.1021/je060146z,CCCCCCCCCCCCCC(=O)O,327,CCCCCCCCCCCC(=O)O,317.5
2,5,tetradecanoic acid,dodecanoic acid,0.4998,0.5002,310.96,Yes,10.1021/je060146z,CCCCCCCCCCCCCC(=O)O,327,CCCCCCCCCCCC(=O)O,317.5
2,5,tetradecanoic acid,dodecanoic acid,0.3998,0.6002,310.42,Yes,10.1021/je060146z,CCCCCCCCCCCCCC(=O)O,327,CCCCCCCCCCCC(=O)O,317.5
2,5,tetradecanoic acid,dodecanoic acid,0.35,0.65,309.68,Yes,10.1021/je060146z,CCCCCCCCCCCCCC(=O)O,327,CCCCCCCCCCCC(=O)O,317.5
2,5,tetradecanoic acid,dodecanoic acid,0.2999,0.7001,308.85,Yes,10.1021/je060146z,CCCCCCCCCCCCCC(=O)O,327,CCCCCCCCCCCC(=O)O,317.5
2,5,tetradecanoic acid,dodecanoic acid,0.2004,0.7996,310.61,Yes,10.1021/je060146z,CCCCCCCCCCCCCC(=O)O,327,CCCCCCCCCCCC(=O)O,317.5
2,5,tetradecanoic acid,dodecanoic acid,0.1004,0.8996,315.03,Yes,10.1021/je060146z,CCCCCCCCCCCCCC(=O)O,327,CCCCCCCCCCCC(=O)O,317.5
2,5,hexadecanoic acid,dodecanoic acid,0.8999,0.1001,333.95,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCC(=O)O,317.5
2,5,hexadecanoic acid,dodecanoic acid,0.8,0.2,331.76,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCC(=O)O,317.5
2,5,hexadecanoic acid,dodecanoic acid,0.7,0.3,329.19,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCC(=O)O,317.5
2,5,hexadecanoic acid,dodecanoic acid,0.6,0.4,326.06,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCC(=O)O,317.5
2,5,hexadecanoic acid,dodecanoic acid,0.5,0.5,321.88,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCC(=O)O,317.5
2,5,hexadecanoic acid,dodecanoic acid,0.4001,0.5999,314.39,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCC(=O)O,317.5
2,5,hexadecanoic acid,dodecanoic acid,0.3002,0.6998,313.89,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCC(=O)O,317.5
2,5,hexadecanoic acid,dodecanoic acid,0.2002,0.7998,310.44,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCC(=O)O,317.5
2,5,hexadecanoic acid,dodecanoic acid,0.1519,0.8481,310.64,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCC(=O)O,317.5
2,5,hexadecanoic acid,dodecanoic acid,0.1032,0.8968,313.5,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCC(=O)O,317.5
2,5,1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol,dodecanoic acid,0.3,0.7,289.15,No,10.1080/10837450.2020.1735414,CC(C)NCC(O)COc1cccc2ccccc12,369.15,CCCCCCCCCCCC(=O)O,317.5
2,5,octadecanoic acid,dodecanoic acid,0.8997,0.1003,341.47,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCCCC(=O)O,343.67,CCCCCCCCCCCC(=O)O,317.5
2,5,octadecanoic acid,dodecanoic acid,0.8006,0.1994,339.38,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCCCC(=O)O,343.67,CCCCCCCCCCCC(=O)O,317.5
2,5,octadecanoic acid,dodecanoic acid,0.7001,0.2999,337.16,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCCCC(=O)O,343.67,CCCCCCCCCCCC(=O)O,317.5
2,5,octadecanoic acid,dodecanoic acid,0.5995,0.4005,334.86,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCCCC(=O)O,343.67,CCCCCCCCCCCC(=O)O,317.5
2,5,octadecanoic acid,dodecanoic acid,0.5001,0.4999,331.93,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCCCC(=O)O,343.67,CCCCCCCCCCCC(=O)O,317.5
2,5,octadecanoic acid,dodecanoic acid,0.3993,0.6007,328.53,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCCCC(=O)O,343.67,CCCCCCCCCCCC(=O)O,317.5
2,5,octadecanoic acid,dodecanoic acid,0.2998,0.7002,322.13,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCCCC(=O)O,343.67,CCCCCCCCCCCC(=O)O,317.5
2,5,octadecanoic acid,dodecanoic acid,0.2001,0.7999,316.17,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCCCC(=O)O,343.67,CCCCCCCCCCCC(=O)O,317.5
2,5,octadecanoic acid,dodecanoic acid,0.1515,0.8485,312.31,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCCCC(=O)O,343.67,CCCCCCCCCCCC(=O)O,317.5
2,5,octadecanoic acid,dodecanoic acid,0.1001,0.8999,313.04,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCCCC(=O)O,343.67,CCCCCCCCCCCC(=O)O,317.5
2,5,octadecanoic acid,dodecanoic acid,0.0501,0.9499,316.23,Yes,10.1021/je060146z,CCCCCCCCCCCCCCCCCC(=O)O,343.67,CCCCCCCCCCCC(=O)O,317.5
2,5,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.9,0.1,318.22,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCC(=O)O,317.5
2,5,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.79,0.21,311.6,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCC(=O)O,317.5
2,5,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.7,0.3,306.96,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCC(=O)O,317.5
2,5,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.6,0.4,303.22,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCC(=O)O,317.5
2,5,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.55,0.45,301.54,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCC(=O)O,317.5
2,5,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.4,0.6,304.76,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCC(=O)O,317.5
2,5,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.3,0.7,309.36,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCC(=O)O,317.5
2,5,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.2,0.8,311.51,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCC(=O)O,317.5
2,5,5-methyl-2-propan-2-ylphenol,dodecanoic acid,0.1,0.9,314.17,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCC(=O)O,317.5
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide","(9Z,12Z)-octadeca-9,12-dienoic acid",0.5,0.5,202.15,No,10.1016/j.molliq.2020.114745,CCN(CC)CC(=O)Nc1c(C)cccc1C,341.15,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,266.25
2,5,2-(trimethylazaniumyl)acetate,2-hydroxybutanedioic acid,0.5,0.5,318.15,No,10.1016/j.molliq.2018.02.049,C[N+](C)(C)CC(=O)[O-],566,O=C(O)CC(O)C(=O)O,404.3
2,5,(2S)-2-aminopropanoic acid,2-hydroxybutanedioic acid,0.5,0.5,318.15,No,10.1016/j.molliq.2018.02.049,C[C@H](N)C(=O)O,570.15,O=C(O)CC(O)C(=O)O,404.3
2,5,decanoic acid,tetradecanoic acid,0.1667,0.8333,297.9,No,10.1016/j.jece.2020.104786,CCCCCCCCCC(=O)O,304.8,CCCCCCCCCCCCCC(=O)O,327
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.9,0.1,306.35,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCC(=O)O,327
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.8,0.2,296.17,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCC(=O)O,327
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.7,0.3,303.76,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCC(=O)O,327
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.6,0.4,310.93,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCC(=O)O,327
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.5,0.5,314.17,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCC(=O)O,327
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.4,0.6,317.1,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCC(=O)O,327
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.3,0.7,319.74,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCC(=O)O,327
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.2,0.8,322.84,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCC(=O)O,327
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,0.1,0.9,324.97,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCC(=O)O,327
2,5,1-methyl-4-prop-1-en-2-ylcyclohexene,tetradecanoic acid,0.666667,0.333333,320.65,No,10.1038/s41598-019-51472-7,C=C(C)C1CC=C(C)CC1,199.15,CCCCCCCCCCCCCC(=O)O,327
2,5,1-methyl-4-prop-1-en-2-ylcyclohexene,tetradecanoic acid,0.5,0.5,320.85,No,10.1038/s41598-019-51472-7,C=C(C)C1CC=C(C)CC1,199.15,CCCCCCCCCCCCCC(=O)O,327
2,5,1-methyl-4-prop-1-en-2-ylcyclohexene,tetradecanoic acid,0.333333,0.666667,324.75,No,10.1038/s41598-019-51472-7,C=C(C)C1CC=C(C)CC1,199.15,CCCCCCCCCCCCCC(=O)O,327
2,5,hexadecanoic acid,tetradecanoic acid,0.951,0.049,335.41,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCCCC(=O)O,327
2,5,hexadecanoic acid,tetradecanoic acid,0.899,0.101,334.06,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCCCC(=O)O,327
2,5,hexadecanoic acid,tetradecanoic acid,0.849,0.151,332.87,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCCCC(=O)O,327
2,5,hexadecanoic acid,tetradecanoic acid,0.798,0.202,331.87,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCCCC(=O)O,327
2,5,hexadecanoic acid,tetradecanoic acid,0.7483,0.2517,330.77,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCCCC(=O)O,327
2,5,hexadecanoic acid,tetradecanoic acid,0.6973,0.3027,329.63,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCCCC(=O)O,327
2,5,hexadecanoic acid,tetradecanoic acid,0.6509,0.3491,328.01,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCCCC(=O)O,327
2,5,hexadecanoic acid,tetradecanoic acid,0.5998,0.4002,326,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCCCC(=O)O,327
2,5,hexadecanoic acid,tetradecanoic acid,0.5501,0.4499,321.27,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCCCC(=O)O,327
2,5,hexadecanoic acid,tetradecanoic acid,0.4977,0.5023,321.75,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCCCC(=O)O,327
2,5,hexadecanoic acid,tetradecanoic acid,0.4495,0.5505,321.99,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCCCC(=O)O,327
2,5,hexadecanoic acid,tetradecanoic acid,0.3956,0.6044,321.18,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCCCC(=O)O,327
2,5,hexadecanoic acid,tetradecanoic acid,0.3502,0.6498,320.64,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCCCC(=O)O,327
2,5,hexadecanoic acid,tetradecanoic acid,0.3016,0.6984,320.42,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCCCC(=O)O,327
2,5,hexadecanoic acid,tetradecanoic acid,0.2797,0.7203,319.96,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCCCC(=O)O,327
2,5,hexadecanoic acid,tetradecanoic acid,0.1501,0.8499,324.04,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCCCC(=O)O,327
2,5,hexadecanoic acid,tetradecanoic acid,0.0996,0.9004,325.54,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCC(=O)O,336.8,CCCCCCCCCCCCCC(=O)O,327
2,5,5-methyl-2-propan-2-ylphenol,tetradecanoic acid,0.9,0.1,318.44,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCCCC(=O)O,327
2,5,5-methyl-2-propan-2-ylphenol,tetradecanoic acid,0.8,0.2,312.3,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCCCC(=O)O,327
2,5,5-methyl-2-propan-2-ylphenol,tetradecanoic acid,0.7,0.3,309.05,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCCCC(=O)O,327
2,5,5-methyl-2-propan-2-ylphenol,tetradecanoic acid,0.6,0.4,312.14,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCCCC(=O)O,327
2,5,5-methyl-2-propan-2-ylphenol,tetradecanoic acid,0.5,0.5,313.95,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCCCC(=O)O,327
2,5,5-methyl-2-propan-2-ylphenol,tetradecanoic acid,0.4,0.6,317.42,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCCCC(=O)O,327
2,5,5-methyl-2-propan-2-ylphenol,tetradecanoic acid,0.3,0.7,319.51,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCCCC(=O)O,327
2,5,5-methyl-2-propan-2-ylphenol,tetradecanoic acid,0.2,0.8,322.41,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCCCC(=O)O,327
2,5,5-methyl-2-propan-2-ylphenol,tetradecanoic acid,0.1,0.9,325.83,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,323.5,CCCCCCCCCCCCCC(=O)O,327
2,5,2-(trimethylazaniumyl)acetate,octadecan-1-ol,0.899,0.101,529.6,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],566,CCCCCCCCCCCCCCCCCCO,332.9
2,5,2-(trimethylazaniumyl)acetate,octadecan-1-ol,0.798,0.202,497.3,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],566,CCCCCCCCCCCCCCCCCCO,332.9
2,5,2-(trimethylazaniumyl)acetate,octadecan-1-ol,0.698,0.302,459.7,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],566,CCCCCCCCCCCCCCCCCCO,332.9
2,5,2-(trimethylazaniumyl)acetate,octadecan-1-ol,0.598,0.402,415,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],566,CCCCCCCCCCCCCCCCCCO,332.9
2,5,2-(trimethylazaniumyl)acetate,octadecan-1-ol,0.498,0.502,389,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],566,CCCCCCCCCCCCCCCCCCO,332.9
2,5,2-(trimethylazaniumyl)acetate,octadecan-1-ol,0.399,0.601,344.2,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],566,CCCCCCCCCCCCCCCCCCO,332.9
2,5,2-(trimethylazaniumyl)acetate,octadecan-1-ol,0.3,0.7,335.4,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],566,CCCCCCCCCCCCCCCCCCO,332.9
2,5,2-(trimethylazaniumyl)acetate,octadecan-1-ol,0.2,0.8,334.8,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],566,CCCCCCCCCCCCCCCCCCO,332.9
2,5,2-(trimethylazaniumyl)acetate,octadecan-1-ol,0.1,0.9,332.1,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],566,CCCCCCCCCCCCCCCCCCO,332.9
2,5,5-methyl-2-propan-2-ylcyclohexan-1-ol,octanoic acid,0.5,0.5,269.73,No,10.1021/acssuschemeng.0c00559,CC1CCC(C(C)C)C(O)C1,311.15,CCCCCCCC(=O)O,288.2
2,5,decanoic acid,(Z)-octadec-9-enoic acid,0.9,0.1,301.2,Yes,10.1016/j.ijggc.2019.102839,CCCCCCCCCC(=O)O,304.8,CCCCCCCC/C=C\CCCCCCCC(=O)O,289.45
2,5,decanoic acid,(Z)-octadec-9-enoic acid,0.8,0.2,296.71,Yes,10.1016/j.ijggc.2019.102839,CCCCCCCCCC(=O)O,304.8,CCCCCCCC/C=C\CCCCCCCC(=O)O,289.45
2,5,decanoic acid,(Z)-octadec-9-enoic acid,0.7,0.3,289.87,Yes,10.1016/j.ijggc.2019.102839,CCCCCCCCCC(=O)O,304.8,CCCCCCCC/C=C\CCCCCCCC(=O)O,289.45
2,5,decanoic acid,(Z)-octadec-9-enoic acid,0.6,0.4,283.68,Yes,10.1016/j.ijggc.2019.102839,CCCCCCCCCC(=O)O,304.8,CCCCCCCC/C=C\CCCCCCCC(=O)O,289.45
2,5,decanoic acid,(Z)-octadec-9-enoic acid,0.5,0.5,281.33,Yes,10.1016/j.ijggc.2019.102839,CCCCCCCCCC(=O)O,304.8,CCCCCCCC/C=C\CCCCCCCC(=O)O,289.45
2,5,decanoic acid,(Z)-octadec-9-enoic acid,0.4,0.6,272.78,Yes,10.1016/j.ijggc.2019.102839,CCCCCCCCCC(=O)O,304.8,CCCCCCCC/C=C\CCCCCCCC(=O)O,289.45
2,5,decanoic acid,(Z)-octadec-9-enoic acid,0.3,0.7,277.48,Yes,10.1016/j.ijggc.2019.102839,CCCCCCCCCC(=O)O,304.8,CCCCCCCC/C=C\CCCCCCCC(=O)O,289.45
2,5,decanoic acid,(Z)-octadec-9-enoic acid,0.2,0.8,282.82,Yes,10.1016/j.ijggc.2019.102839,CCCCCCCCCC(=O)O,304.8,CCCCCCCC/C=C\CCCCCCCC(=O)O,289.45
2,5,decanoic acid,(Z)-octadec-9-enoic acid,0.1,0.9,285.39,Yes,10.1016/j.ijggc.2019.102839,CCCCCCCCCC(=O)O,304.8,CCCCCCCC/C=C\CCCCCCCC(=O)O,289.45
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",(Z)-octadec-9-enoic acid,0.5,0.5,226.15,No,10.1016/j.molliq.2020.114745,CCN(CC)CC(=O)Nc1c(C)cccc1C,341.15,CCCCCCCC/C=C\CCCCCCCC(=O)O,289.45
2,5,2-[4-(2-methylpropyl)phenyl]propanoic acid,hexadecanoic acid,0.9029,0.0971,343.91,Yes,10.1007/s10973-012-2831-3,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,2-[4-(2-methylpropyl)phenyl]propanoic acid,hexadecanoic acid,0.8065,0.1935,340.64,Yes,10.1007/s10973-012-2831-3,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,2-[4-(2-methylpropyl)phenyl]propanoic acid,hexadecanoic acid,0.6005,0.3995,331.22,Yes,10.1007/s10973-012-2831-3,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,2-[4-(2-methylpropyl)phenyl]propanoic acid,hexadecanoic acid,0.5,0.5,323.69,Yes,10.1007/s10973-012-2831-3,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,2-[4-(2-methylpropyl)phenyl]propanoic acid,hexadecanoic acid,0.4034,0.5966,328.79,Yes,10.1007/s10973-012-2831-3,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,2-[4-(2-methylpropyl)phenyl]propanoic acid,hexadecanoic acid,0.302,0.698,331.38,Yes,10.1007/s10973-012-2831-3,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,2-[4-(2-methylpropyl)phenyl]propanoic acid,hexadecanoic acid,0.2021,0.7979,332.53,Yes,10.1007/s10973-012-2831-3,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,2-[4-(2-methylpropyl)phenyl]propanoic acid,hexadecanoic acid,0.1318,0.8682,333.69,Yes,10.1007/s10973-012-2831-3,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.9,0.1,308.53,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.8,0.2,308.61,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.7,0.3,317.07,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.6,0.4,322.82,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.5,0.5,325.36,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.41,0.59,327.3,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.3,0.7,329.91,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.2,0.8,332.2,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,0.1,0.9,333.43,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,octadecanoic acid,hexadecanoic acid,0.8996,0.1004,341.61,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCCCC(=O)O,343.67,CCCCCCCCCCCCCCCC(=O)O,336.8
2,5,octadecanoic acid,hexadecanoic acid,0.8,0.2,339.79,Yes,10.1016/j.chemphyslip.2009.05.004,CCCCCCCCCCCCCCCCCC(=O)O,343.67,CCCCCCCCCCCCCCCC(=O)O,336.8
