Number of components,Type of DES,Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Tmelt, K",Phase diagram (Yes/No),Reference (DOI),Smiles#1,T#1,Smiles#2,T#2
2,3,tetrapropylazanium;chloride,dodecanoic acid,0.199,0.801,311.59,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCC(=O)O,317.5
2,3,tetrapropylazanium;chloride,dodecanoic acid,0.196,0.804,310.65,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCC(=O)O,317.5
2,3,tetrapropylazanium;chloride,dodecanoic acid,0.118,0.882,316.65,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCC(=O)O,317.5
2,3,tetrapropylazanium;chloride,dodecanoic acid,0.097,0.903,316.74,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCC(=O)O,317.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.953,0.047,548.53,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCC(=O)O,317.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.877,0.123,513.35,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCC(=O)O,317.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.84,0.16,505.7,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCC(=O)O,317.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.792,0.208,483.78,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCC(=O)O,317.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.748,0.252,473.4,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCC(=O)O,317.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.691,0.309,444.35,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCC(=O)O,317.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.658,0.342,423.45,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCC(=O)O,317.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.561,0.439,373.75,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCC(=O)O,317.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.497,0.503,343.85,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCC(=O)O,317.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.446,0.554,324.2,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCC(=O)O,317.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.411,0.589,316.05,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCC(=O)O,317.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.345,0.655,313.2,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCC(=O)O,317.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.297,0.703,313.38,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCC(=O)O,317.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.198,0.802,315.88,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCC(=O)O,317.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.1,0.9,316.48,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCC(=O)O,317.5
2,3,tetraethylazanium;chloride,dodecanoic acid,0.7988,0.2012,467.2153,Yes,10.1002/aic.17408,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCC(=O)O,317.5
2,3,tetraethylazanium;chloride,dodecanoic acid,0.7023,0.2977,436.3261,Yes,10.1002/aic.17408,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCC(=O)O,317.5
2,3,tetraethylazanium;chloride,dodecanoic acid,0.586,0.414,394.2044,Yes,10.1002/aic.17408,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCC(=O)O,317.5
2,3,tetraethylazanium;chloride,dodecanoic acid,0.4907,0.5093,348.9236,Yes,10.1002/aic.17408,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCC(=O)O,317.5
2,3,tetraethylazanium;chloride,dodecanoic acid,0.4535,0.5465,333.4789,Yes,10.1002/aic.17408,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCC(=O)O,317.5
2,3,tetraethylazanium;chloride,dodecanoic acid,0.3977,0.6023,319.7894,Yes,10.1002/aic.17408,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCC(=O)O,317.5
2,3,tetraethylazanium;chloride,dodecanoic acid,0.3035,0.6965,308.908,Yes,10.1002/aic.17408,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCC(=O)O,317.5
2,3,tetraethylazanium;chloride,dodecanoic acid,0.2186,0.7814,311.014,Yes,10.1002/aic.17408,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCC(=O)O,317.5
2,3,tetraethylazanium;chloride,dodecanoic acid,0.1,0.9,317.6833,Yes,10.1002/aic.17408,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCC(=O)O,317.5
2,3,tetramethylazanium;chloride,dodecanoic acid,0.4047,0.5953,313.8222,Yes,10.1002/aic.17418,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCC(=O)O,317.5
2,3,tetramethylazanium;chloride,dodecanoic acid,0.3442,0.6558,312.0671,Yes,10.1002/aic.17419,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCC(=O)O,317.5
2,3,tetramethylazanium;chloride,dodecanoic acid,0.1965,0.8035,314.8752,Yes,10.1002/aic.17420,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCC(=O)O,317.5
2,3,tetramethylazanium;chloride,dodecanoic acid,0.0965,0.9035,317.6833,Yes,10.1002/aic.17421,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCC(=O)O,317.5
2,3,tetrapropylazanium;chloride,dodecanoic acid,0.7953,0.2047,442.9953,Yes,10.1002/aic.17409,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCC(=O)O,317.5
2,3,tetrapropylazanium;chloride,dodecanoic acid,0.7128,0.2872,419.8284,Yes,10.1002/aic.17410,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCC(=O)O,317.5
2,3,tetrapropylazanium;chloride,dodecanoic acid,0.6047,0.3953,380.8658,Yes,10.1002/aic.17411,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCC(=O)O,317.5
2,3,tetrapropylazanium;chloride,dodecanoic acid,0.5047,0.4953,358.0499,Yes,10.1002/aic.17412,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCC(=O)O,317.5
2,3,tetrapropylazanium;chloride,dodecanoic acid,0.4488,0.5512,334.532,Yes,10.1002/aic.17413,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCC(=O)O,317.5
2,3,tetrapropylazanium;chloride,dodecanoic acid,0.4023,0.5977,292.4103,Yes,10.1002/aic.17414,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCC(=O)O,317.5
2,3,tetrapropylazanium;chloride,dodecanoic acid,0.3663,0.6337,296.2715,Yes,10.1002/aic.17415,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCC(=O)O,317.5
2,3,tetrapropylazanium;chloride,dodecanoic acid,0.2988,0.7012,295.9204,Yes,10.1002/aic.17416,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCC(=O)O,317.5
2,3,tetrapropylazanium;chloride,dodecanoic acid,0.2012,0.7988,312.7691,Yes,10.1002/aic.17417,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCC(=O)O,317.5
2,3,"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.901,0.099,384.058,Yes,10.1016/j.electacta.2021.138189,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,393.75,CC(=O)CCC(=O)O,306.16
2,3,"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.788,0.212,375.362,Yes,10.1016/j.electacta.2021.138189,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,393.75,CC(=O)CCC(=O)O,306.16
2,3,"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.705,0.295,357.971,Yes,10.1016/j.electacta.2021.138189,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,393.75,CC(=O)CCC(=O)O,306.16
2,3,"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.596,0.404,344.928,Yes,10.1016/j.electacta.2021.138189,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,393.75,CC(=O)CCC(=O)O,306.16
2,3,"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.494,0.506,323.188,Yes,10.1016/j.electacta.2021.138189,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,393.75,CC(=O)CCC(=O)O,306.16
2,3,"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.397,0.603,300,Yes,10.1016/j.electacta.2021.138189,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,393.75,CC(=O)CCC(=O)O,306.16
2,3,"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.301,0.699,279.71,Yes,10.1016/j.electacta.2021.138189,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,393.75,CC(=O)CCC(=O)O,306.16
2,3,"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.186,0.814,246.377,Yes,10.1016/j.electacta.2021.138189,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,393.75,CC(=O)CCC(=O)O,306.16
2,3,"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.103,0.897,275.362,Yes,10.1016/j.electacta.2021.138189,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,393.75,CC(=O)CCC(=O)O,306.16
2,3,"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.048,0.952,282.609,Yes,10.1016/j.electacta.2021.138189,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,393.75,CC(=O)CCC(=O)O,306.16
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.333333,0.666667,278.15,No,10.1016/j.chroma.2017.09.044,C[N+](C)(C)CCO.[Cl-],578.15,CC(=O)CCC(=O)O,306.16
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.25,0.75,262,No,10.1016/j.jct.2015.04.021,C[N+](C)(C)CCO.[Cl-],578.15,CC(=O)CCC(=O)O,306.16
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.2,0.8,263,No,10.1016/j.jct.2015.04.021,C[N+](C)(C)CCO.[Cl-],578.15,CC(=O)CCC(=O)O,306.16
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.166667,0.833333,263.2,No,10.1016/j.jct.2015.04.021,C[N+](C)(C)CCO.[Cl-],578.15,CC(=O)CCC(=O)O,306.16
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.95,0.05,570.35,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.9,0.1,538.38,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.849,0.151,505.68,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.799,0.201,474.48,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.749,0.251,441.62,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.7,0.3,417.18,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.6,0.4,358.52,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.55,0.45,334.55,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.5,0.5,338.42,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.451,0.549,345.92,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.399,0.601,358.68,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.351,0.649,364.75,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.301,0.699,371.42,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.249,0.751,376.42,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.2,0.8,383.62,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.15,0.85,387.88,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.101,0.899,391.75,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.056,0.944,395.18,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)C(=O)O,404.3
2,3,tetrabutylazanium;bromide,propanedioic acid,0.5,0.5,255.17,No,10.1002/aic.17408,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],390.8,O=C(O)CC(=O)O,407.46
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.6,0.4,315.432,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(=O)O,407.46
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.55,0.45,298.653,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(=O)O,407.46
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.5,0.5,283.15,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(=O)O,407.46
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.48,0.52,285.15,No,10.1016/j.fluid.2019.06.005,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(=O)O,407.46
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.451,0.549,297.982,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(=O)O,407.46
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.399,0.601,310.734,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(=O)O,407.46
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.349,0.651,324.157,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(=O)O,407.46
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.296,0.704,330.868,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(=O)O,407.46
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.904,0.096,544.843,Yes,10.1021/acssuschemeng.0c05518,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@@H](O)[C@@H](O)CO,394.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.798,0.202,494.619,Yes,10.1021/acssuschemeng.0c05518,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@@H](O)[C@@H](O)CO,394.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.748,0.252,477.354,Yes,10.1021/acssuschemeng.0c05518,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@@H](O)[C@@H](O)CO,394.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.7,0.3,453.812,Yes,10.1021/acssuschemeng.0c05518,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@@H](O)[C@@H](O)CO,394.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.688,0.312,442.825,Yes,10.1021/acssuschemeng.0c05518,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@@H](O)[C@@H](O)CO,394.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.666,0.334,419.283,Yes,10.1021/acssuschemeng.0c05518,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@@H](O)[C@@H](O)CO,394.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.59,0.41,359.641,Yes,10.1021/acssuschemeng.0c05518,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@@H](O)[C@@H](O)CO,394.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.539,0.461,351.794,Yes,10.1021/acssuschemeng.0c05518,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@@H](O)[C@@H](O)CO,394.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.502,0.498,321.973,Yes,10.1021/acssuschemeng.0c05518,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@@H](O)[C@@H](O)CO,394.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.451,0.549,328.251,Yes,10.1021/acssuschemeng.0c05518,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@@H](O)[C@@H](O)CO,394.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.394,0.606,342.377,Yes,10.1021/acssuschemeng.0c05518,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@@H](O)[C@@H](O)CO,394.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.35,0.65,353.363,Yes,10.1021/acssuschemeng.0c05518,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@@H](O)[C@@H](O)CO,394.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.303,0.697,361.211,Yes,10.1021/acssuschemeng.0c05518,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@@H](O)[C@@H](O)CO,394.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.252,0.748,375.336,Yes,10.1021/acssuschemeng.0c05518,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@@H](O)[C@@H](O)CO,394.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.199,0.801,381.614,Yes,10.1021/acssuschemeng.0c05518,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@@H](O)[C@@H](O)CO,394.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.099,0.901,389.462,Yes,10.1021/acssuschemeng.0c05518,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@@H](O)[C@@H](O)CO,394.7
2,3,ethanamine;hydrochloride,methylurea,0.4,0.6,302.15,No,10.1016/j.molliq.2021.117021,[Cl-].CC[NH3+],380.65,CNC(N)=O,373.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.166667,0.833333,276.95,No,10.1016/j.fluid.2017.03.008,C[N+](C)(C)CCO.[Cl-],578.15,NCCO,283.55
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.142857,0.857143,276.84,No,10.1016/j.fluid.2017.03.008,C[N+](C)(C)CCO.[Cl-],578.15,NCCO,283.55
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.125,0.875,276.69,No,10.1016/j.fluid.2017.03.008,C[N+](C)(C)CCO.[Cl-],578.15,NCCO,283.55
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.111111,0.888889,278.23,No,10.1016/j.fluid.2017.03.008,C[N+](C)(C)CCO.[Cl-],578.15,NCCO,283.55
2,3,methyl(triphenyl)phosphanium;bromide,2-aminoethanol,0.142857,0.857143,187.76,No,10.1016/j.ijggc.2016.02.006,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],504.15,NCCO,283.55
2,3,methyl(triphenyl)phosphanium;bromide,2-aminoethanol,0.125,0.875,190.7,No,10.1016/j.ijggc.2016.02.006,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],504.15,NCCO,283.55
2,3,methyl(triphenyl)phosphanium;bromide,2-aminoethanol,0.111111,0.888889,272.72,No,10.1016/j.ijggc.2016.02.006,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],504.15,NCCO,283.55
2,3,tetrabutylazanium;bromide,2-aminoethanol,0.25,0.75,265.15,No,10.1016/j.fluid.2017.03.008,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],390.8,NCCO,283.55
2,3,tetrabutylazanium;bromide,2-aminoethanol,0.2,0.8,255.45,No,10.1016/j.fluid.2017.03.008,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],390.8,NCCO,283.55
2,3,tetrabutylazanium;bromide,2-aminoethanol,0.166667,0.833333,257.6,No,10.1016/j.fluid.2017.03.008,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],390.8,NCCO,283.55
2,3,tetrabutylazanium;bromide,2-aminoethanol,0.142857,0.857143,273.58,No,10.1016/j.ijggc.2016.02.006,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],390.8,NCCO,283.55
2,3,tetramethylazanium;chloride,tetradecanoic acid,0.903,0.097,573.65,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCC(=O)O,327
