Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),Type I,Type II,Type III,Type IV,Type V,Type IL,"Melting temperature of component#1, K",Reference(DOI)#1,"Melting temperature of component#2, K",Reference(DOI)#2,"Molecular weight, g/mol",Number of hydrogen bond donors,Number of aliphatic carboxylic acids,Number of aromatic carboxylic acide,Number of aromatic nitrogens,Number of aromatic hydroxyl groups,Number of Tertiary amines,Number of Secondary amines,Number of amides,Number of aromatic rings,Chemical toxicity evaluation,Number of heavy atoms,train/test,"Tmelt, K",Reference (DOI),"Tmelt_prediction, K"
2-hydroxyethyl(trimethyl)azanium;chloride,2-methoxyethyl(trimethyl)azanium;chloride,0.599,0.401,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,442,10.1016/j.gee.2020.11.020,145.250827,0.599,0,0,0,0,1,0,0,0,1,0,train,453.7,10.1016/j.fluid.2019.04.019,442.5173554
2-hydroxyethyl(trimethyl)azanium;chloride,2-methoxyethyl(trimethyl)azanium;chloride,0.498,0.502,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,442,10.1016/j.gee.2020.11.020,146.667554,0.498,0,0,0,0,1,0,0,0,1,0,train,411.7,10.1016/j.fluid.2019.04.019,425.8242993
2-hydroxyethyl(trimethyl)azanium;chloride,2-methoxyethyl(trimethyl)azanium;chloride,0.399,0.601,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,442,10.1016/j.gee.2020.11.020,148.056227,0.399,0,0,0,0,1,0,0,0,1,0,train,416.4,10.1016/j.fluid.2019.04.019,424.4376793
2-hydroxyethyl(trimethyl)azanium;chloride,2-methoxyethyl(trimethyl)azanium;chloride,0.301,0.699,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,442,10.1016/j.gee.2020.11.020,149.430873,0.301,0,0,0,0,1,0,0,0,1,0,train,417.7,10.1016/j.fluid.2019.04.019,429.3059698
2-hydroxyethyl(trimethyl)azanium;chloride,2-methoxyethyl(trimethyl)azanium;chloride,0.148,0.852,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,442,10.1016/j.gee.2020.11.020,151.577004,0.148,0,0,0,0,1,0,0,0,1,0,train,433.3,10.1016/j.fluid.2019.04.019,447.0888387
2-hydroxyethyl(trimethyl)azanium;chloride,2-methoxyethyl(trimethyl)azanium;chloride,0.106,0.894,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,442,10.1016/j.gee.2020.11.020,152.166138,0.106,0,0,0,0,1,0,0,0,1,0,train,433.1,10.1016/j.fluid.2019.04.019,448.7763383
2-hydroxyethyl(trimethyl)azanium;chloride,tetramethylazanium;chloride,0.898,0.102,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,612.87,10.1016/j.gee.2020.11.020,136.563348,0.898,0,0,0,0,1,0,0,0,1,0,train,567.5,10.1016/j.fluid.2019.04.019,577.6397591
2-hydroxyethyl(trimethyl)azanium;chloride,tetramethylazanium;chloride,0.804,0.196,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,612.87,10.1016/j.gee.2020.11.020,133.740904,0.804,0,0,0,0,1,0,0,0,1,0,train,541.8,10.1016/j.fluid.2019.04.019,563.4979541
2-hydroxyethyl(trimethyl)azanium;chloride,tetramethylazanium;chloride,0.694,0.306,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,612.87,10.1016/j.gee.2020.11.020,130.438044,0.694,0,0,0,0,1,0,0,0,1,0,train,520,10.1016/j.fluid.2019.04.019,527.2916112
2-hydroxyethyl(trimethyl)azanium;chloride,tetramethylazanium;chloride,0.581,0.419,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,612.87,10.1016/j.gee.2020.11.020,127.045106,0.581,0,0,0,0,1,0,0,0,1,0,train,493.6,10.1016/j.fluid.2019.04.019,493.2341024
2-hydroxyethyl(trimethyl)azanium;chloride,tetramethylazanium;chloride,0.495,0.505,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,612.87,10.1016/j.gee.2020.11.020,124.46287,0.495,0,0,0,0,1,0,0,0,1,0,train,473.4,10.1016/j.fluid.2019.04.019,493.7639318
2-hydroxyethyl(trimethyl)azanium;chloride,tetramethylazanium;chloride,0.397,0.603,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,612.87,10.1016/j.gee.2020.11.020,121.520322,0.397,0,0,0,0,1,0,0,0,1,0,train,497.7,10.1016/j.fluid.2019.04.019,502.0182451
2-hydroxyethyl(trimethyl)azanium;chloride,tetramethylazanium;chloride,0.306,0.694,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,612.87,10.1016/j.gee.2020.11.020,118.787956,0.306,0,0,0,0,1,0,0,0,1,0,train,525.7,10.1016/j.fluid.2019.04.019,504.8421405
2-hydroxyethyl(trimethyl)azanium;chloride,tetramethylazanium;chloride,0.204,0.796,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,612.87,10.1016/j.gee.2020.11.020,115.725304,0.204,0,0,0,0,1,0,0,0,1,0,train,563.6,10.1016/j.fluid.2019.04.019,525.0994856
2-hydroxyethyl(trimethyl)azanium;chloride,tetramethylazanium;chloride,0.102,0.898,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,612.87,10.1016/j.gee.2020.11.020,112.662652,0.102,0,0,0,0,1,0,0,0,1,0,train,586.9,10.1016/j.fluid.2019.04.019,556.2656975
tetramethylazanium;chloride,tetraethylazanium;chloride,0.946,0.054,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,633.15,10.1016/j.gee.2020.11.020,112.629832,0,0,0,0,0,1,0,0,0,1,0,train,601.9,10.1016/j.fluid.2019.04.019,600.3994912
tetramethylazanium;chloride,tetraethylazanium;chloride,0.9,0.1,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,633.15,10.1016/j.gee.2020.11.020,115.2108,0,0,0,0,0,1,0,0,0,1,0,train,596.4,10.1016/j.fluid.2019.04.019,599.764946
tetramethylazanium;chloride,tetraethylazanium;chloride,0.801,0.199,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,633.15,10.1016/j.gee.2020.11.020,120.765492,0,0,0,0,0,1,0,0,0,1,0,train,563.1,10.1016/j.fluid.2019.04.019,574.4747235
tetramethylazanium;chloride,tetraethylazanium;chloride,0.696,0.304,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,633.15,10.1016/j.gee.2020.11.020,126.656832,0,0,0,0,0,1,0,0,0,1,0,train,532.3,10.1016/j.fluid.2019.04.019,530.7300666
tetramethylazanium;chloride,tetraethylazanium;chloride,0.599,0.401,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,633.15,10.1016/j.gee.2020.11.020,132.099308,0,0,0,0,0,1,0,0,0,1,0,train,507.7,10.1016/j.fluid.2019.04.019,494.2626908
tetramethylazanium;chloride,tetraethylazanium;chloride,0.5,0.5,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,633.15,10.1016/j.gee.2020.11.020,137.654,0,0,0,0,0,1,0,0,0,1,0,train,475.7,10.1016/j.fluid.2019.04.019,482.8527376
tetramethylazanium;chloride,tetraethylazanium;chloride,0.4,0.6,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,633.15,10.1016/j.gee.2020.11.020,143.2648,0,0,0,0,0,1,0,0,0,1,0,train,447.7,10.1016/j.fluid.2019.04.019,473.1588746
tetramethylazanium;chloride,tetraethylazanium;chloride,0.3,0.7,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,633.15,10.1016/j.gee.2020.11.020,148.8756,0,0,0,0,0,1,0,0,0,1,0,train,459,10.1016/j.fluid.2019.04.019,481.9167465
tetramethylazanium;chloride,tetraethylazanium;chloride,0.2,0.8,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,633.15,10.1016/j.gee.2020.11.020,154.4864,0,0,0,0,0,1,0,0,0,1,0,train,490.9,10.1016/j.fluid.2019.04.019,495.0236168
tetramethylazanium;chloride,tetraethylazanium;chloride,0.111,0.889,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,633.15,10.1016/j.gee.2020.11.020,159.480012,0,0,0,0,0,1,0,0,0,1,0,train,512.9,10.1016/j.fluid.2019.04.019,510.9378545
tetramethylazanium;chloride,tetraethylazanium;chloride,0.068,0.932,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,633.15,10.1016/j.gee.2020.11.020,161.892656,0,0,0,0,0,1,0,0,0,1,0,train,520.9,10.1016/j.fluid.2019.04.019,523.9559363
2-hydroxyethyl(trimethyl)azanium;chloride,tetraethylazanium;chloride,0.938,0.062,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,633.15,10.1016/j.gee.2020.11.020,141.243084,0.938,0,0,0,0,1,0,0,0,1,0,train,568.7,10.1016/j.fluid.2019.04.019,584.3696222
2-hydroxyethyl(trimethyl)azanium;chloride,tetraethylazanium;chloride,0.914,0.086,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,633.15,10.1016/j.gee.2020.11.020,141.869052,0.914,0,0,0,0,1,0,0,0,1,0,train,564,10.1016/j.fluid.2019.04.019,584.3696222
2-hydroxyethyl(trimethyl)azanium;chloride,tetraethylazanium;chloride,0.847,0.153,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,633.15,10.1016/j.gee.2020.11.020,143.616546,0.847,0,0,0,0,1,0,0,0,1,0,train,558.7,10.1016/j.fluid.2019.04.019,563.8288232
2-hydroxyethyl(trimethyl)azanium;chloride,tetraethylazanium;chloride,0.794,0.206,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,633.15,10.1016/j.gee.2020.11.020,144.998892,0.794,0,0,0,0,1,0,0,0,1,0,train,548.4,10.1016/j.fluid.2019.04.019,556.7946867
2-hydroxyethyl(trimethyl)azanium;chloride,tetraethylazanium;chloride,0.73,0.27,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,633.15,10.1016/j.gee.2020.11.020,146.66814,0.73,0,0,0,0,1,0,0,0,1,0,train,540.8,10.1016/j.fluid.2019.04.019,531.7071756
2-hydroxyethyl(trimethyl)azanium;chloride,tetraethylazanium;chloride,0.684,0.316,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,633.15,10.1016/j.gee.2020.11.020,147.867912,0.684,0,0,0,0,1,0,0,0,1,0,train,532.6,10.1016/j.fluid.2019.04.019,516.0362498
2-hydroxyethyl(trimethyl)azanium;chloride,tetraethylazanium;chloride,0.642,0.358,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,633.15,10.1016/j.gee.2020.11.020,148.963356,0.642,0,0,0,0,1,0,0,0,1,0,train,522.3,10.1016/j.fluid.2019.04.019,506.3517911
2-hydroxyethyl(trimethyl)azanium;chloride,tetraethylazanium;chloride,0.596,0.404,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,633.15,10.1016/j.gee.2020.11.020,150.163128,0.596,0,0,0,0,1,0,0,0,1,0,train,515.8,10.1016/j.fluid.2019.04.019,499.5028663
2-hydroxyethyl(trimethyl)azanium;chloride,tetraethylazanium;chloride,0.497,0.503,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,633.15,10.1016/j.gee.2020.11.020,152.745246,0.497,0,0,0,0,1,0,0,0,1,0,train,503.3,10.1016/j.fluid.2019.04.019,490.2752336
2-hydroxyethyl(trimethyl)azanium;chloride,tetraethylazanium;chloride,0.403,0.597,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,633.15,10.1016/j.gee.2020.11.020,155.196954,0.403,0,0,0,0,1,0,0,0,1,0,train,514.6,10.1016/j.fluid.2019.04.019,491.4683015
2-hydroxyethyl(trimethyl)azanium;chloride,tetraethylazanium;chloride,0.312,0.688,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,633.15,10.1016/j.gee.2020.11.020,157.570416,0.312,0,0,0,0,1,0,0,0,1,0,train,526.4,10.1016/j.fluid.2019.04.019,489.5884243
2-hydroxyethyl(trimethyl)azanium;chloride,tetraethylazanium;chloride,0.204,0.796,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,633.15,10.1016/j.gee.2020.11.020,160.387272,0.204,0,0,0,0,1,0,0,0,1,0,train,530.4,10.1016/j.fluid.2019.04.019,509.1721001
2-hydroxyethyl(trimethyl)azanium;chloride,tetraethylazanium;chloride,0.122,0.878,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,633.15,10.1016/j.gee.2020.11.020,162.525996,0.122,0,0,0,0,1,0,0,0,1,0,train,534.5,10.1016/j.fluid.2019.04.019,514.946197
tetramethylazanium;chloride,tetrapropylazanium;chloride,0.949,0.051,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,502.4,10.1016/j.gee.2020.11.020,115.323016,0,0,0,0,0,1,0,0,0,1,0,train,603,10.1016/j.fluid.2019.04.019,579.0300466
tetramethylazanium;chloride,tetrapropylazanium;chloride,0.899,0.101,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,502.4,10.1016/j.gee.2020.11.020,120.933816,0,0,0,0,0,1,0,0,0,1,0,train,589.2,10.1016/j.fluid.2019.04.019,569.6247495
tetramethylazanium;chloride,tetrapropylazanium;chloride,0.798,0.202,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,502.4,10.1016/j.gee.2020.11.020,132.267632,0,0,0,0,0,1,0,0,0,1,0,train,551.8,10.1016/j.fluid.2019.04.019,529.7208406
tetramethylazanium;chloride,tetrapropylazanium;chloride,0.699,0.301,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,502.4,10.1016/j.gee.2020.11.020,143.377016,0,0,0,0,0,1,0,0,0,1,0,train,515.2,10.1016/j.fluid.2019.04.019,504.3780467
tetramethylazanium;chloride,tetrapropylazanium;chloride,0.6,0.4,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,502.4,10.1016/j.gee.2020.11.020,154.4864,0,0,0,0,0,1,0,0,0,1,0,train,465.5,10.1016/j.fluid.2019.04.019,467.9567948
tetramethylazanium;chloride,tetrapropylazanium;chloride,0.502,0.498,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,502.4,10.1016/j.gee.2020.11.020,165.483568,0,0,0,0,0,1,0,0,0,1,0,train,421.5,10.1016/j.fluid.2019.04.019,440.1705414
tetramethylazanium;chloride,tetrapropylazanium;chloride,0.401,0.599,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,502.4,10.1016/j.gee.2020.11.020,176.817384,0,0,0,0,0,1,0,0,0,1,0,train,360.7,10.1016/j.fluid.2019.04.019,405.8424224
tetramethylazanium;chloride,tetrapropylazanium;chloride,0.303,0.697,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,502.4,10.1016/j.gee.2020.11.020,187.814552,0,0,0,0,0,1,0,0,0,1,0,train,405.6,10.1016/j.fluid.2019.04.019,406.9361968
tetramethylazanium;chloride,tetrapropylazanium;chloride,0.202,0.798,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,502.4,10.1016/j.gee.2020.11.020,199.148368,0,0,0,0,0,1,0,0,0,1,0,train,439.8,10.1016/j.fluid.2019.04.019,427.1076147
tetramethylazanium;chloride,tetrapropylazanium;chloride,0.103,0.897,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,502.4,10.1016/j.gee.2020.11.020,210.257752,0,0,0,0,0,1,0,0,0,1,0,train,477.5,10.1016/j.fluid.2019.04.019,457.0101933
tetramethylazanium;chloride,tetrapropylazanium;chloride,0.055,0.945,0,0,0,0,0,1,612.87,10.1016/j.gee.2020.11.020,502.4,10.1016/j.gee.2020.11.020,215.64412,0,0,0,0,0,1,0,0,0,1,0,train,489.7,10.1016/j.fluid.2019.04.019,457.0101933
2-hydroxyethyl(trimethyl)azanium;chloride,tetrapropylazanium;chloride,0.951,0.049,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,502.4,10.1016/j.gee.2020.11.020,143.65331,0.951,0,0,0,0,1,0,0,0,1,0,test,573.4,10.1016/j.fluid.2019.04.019,557.9808915
2-hydroxyethyl(trimethyl)azanium;chloride,tetrapropylazanium;chloride,0.882,0.118,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,502.4,10.1016/j.gee.2020.11.020,149.32442,0.882,0,0,0,0,1,0,0,0,1,0,test,563.2,10.1016/j.fluid.2019.04.019,551.4086732
2-hydroxyethyl(trimethyl)azanium;chloride,tetrapropylazanium;chloride,0.784,0.216,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,502.4,10.1016/j.gee.2020.11.020,157.37904,0.784,0,0,0,0,1,0,0,0,1,0,test,542.9,10.1016/j.fluid.2019.04.019,506.7216932
2-hydroxyethyl(trimethyl)azanium;chloride,tetrapropylazanium;chloride,0.755,0.245,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,502.4,10.1016/j.gee.2020.11.020,159.76255,0.755,0,0,0,0,1,0,0,0,1,0,test,531.7,10.1016/j.fluid.2019.04.019,502.8685236
2-hydroxyethyl(trimethyl)azanium;chloride,tetrapropylazanium;chloride,0.708,0.292,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,502.4,10.1016/j.gee.2020.11.020,163.62548,0.708,0,0,0,0,1,0,0,0,1,0,test,518.8,10.1016/j.fluid.2019.04.019,479.9211365
2-hydroxyethyl(trimethyl)azanium;chloride,tetrapropylazanium;chloride,0.621,0.379,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,502.4,10.1016/j.gee.2020.11.020,170.77601,0.621,0,0,0,0,1,0,0,0,1,0,test,497.7,10.1016/j.fluid.2019.04.019,426.3272583
2-hydroxyethyl(trimethyl)azanium;chloride,tetrapropylazanium;chloride,0.511,0.489,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,502.4,10.1016/j.gee.2020.11.020,179.81691,0.511,0,0,0,0,1,0,0,0,1,0,test,478.2,10.1016/j.fluid.2019.04.019,415.5704826
2-hydroxyethyl(trimethyl)azanium;chloride,tetrapropylazanium;chloride,0.404,0.596,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,502.4,10.1016/j.gee.2020.11.020,188.61124,0.404,0,0,0,0,1,0,0,0,1,0,test,484.8,10.1016/j.fluid.2019.04.019,396.898648
2-hydroxyethyl(trimethyl)azanium;chloride,tetrapropylazanium;chloride,0.293,0.707,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,502.4,10.1016/j.gee.2020.11.020,197.73433,0.293,0,0,0,0,1,0,0,0,1,0,test,490.9,10.1016/j.fluid.2019.04.019,400.9645954
2-hydroxyethyl(trimethyl)azanium;chloride,tetrapropylazanium;chloride,0.2,0.8,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,502.4,10.1016/j.gee.2020.11.020,205.378,0.2,0,0,0,0,1,0,0,0,1,0,test,496.6,10.1016/j.fluid.2019.04.019,422.170045
2-hydroxyethyl(trimethyl)azanium;chloride,tetrapropylazanium;chloride,0.101,0.899,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,502.4,10.1016/j.gee.2020.11.020,213.51481,0.101,0,0,0,0,1,0,0,0,1,0,test,500.4,10.1016/j.fluid.2019.04.019,453.2638906
2-hydroxyethyl(trimethyl)azanium;chloride,tetrabutylazanium;chloride,0.906,0.094,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,344,10.1021/acs.jpcb.0c02386,152.626012,0.906,0,0,0,0,1,0,0,0,1,0,train,518.3,10.1016/j.fluid.2017.03.015,524.1096333
2-hydroxyethyl(trimethyl)azanium;chloride,tetrabutylazanium;chloride,0.901,0.099,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,344,10.1021/acs.jpcb.0c02386,153.317502,0.901,0,0,0,0,1,0,0,0,1,0,train,520.4,10.1016/j.fluid.2017.03.015,524.1096333
2-hydroxyethyl(trimethyl)azanium;chloride,tetrabutylazanium;chloride,0.803,0.197,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,344,10.1021/acs.jpcb.0c02386,166.870706,0.803,0,0,0,0,1,0,0,0,1,0,train,471.2,10.1016/j.fluid.2017.03.015,470.5835198
2-hydroxyethyl(trimethyl)azanium;chloride,tetrabutylazanium;chloride,0.803,0.197,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,344,10.1021/acs.jpcb.0c02386,166.870706,0.803,0,0,0,0,1,0,0,0,1,0,train,472.6,10.1016/j.fluid.2017.03.015,470.5835198
2-hydroxyethyl(trimethyl)azanium;chloride,tetrabutylazanium;chloride,0.696,0.304,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,344,10.1021/acs.jpcb.0c02386,181.668592,0.696,0,0,0,0,1,0,0,0,1,0,train,421.4,10.1016/j.fluid.2017.03.015,430.6078679
2-hydroxyethyl(trimethyl)azanium;chloride,tetrabutylazanium;chloride,0.692,0.308,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,344,10.1021/acs.jpcb.0c02386,182.221784,0.692,0,0,0,0,1,0,0,0,1,0,train,422.7,10.1016/j.fluid.2017.03.015,430.6078679
2-hydroxyethyl(trimethyl)azanium;chloride,tetrabutylazanium;chloride,0.606,0.394,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,344,10.1021/acs.jpcb.0c02386,194.115412,0.606,0,0,0,0,1,0,0,0,1,0,train,368.4,10.1016/j.fluid.2017.03.015,377.9989
2-hydroxyethyl(trimethyl)azanium;chloride,tetrabutylazanium;chloride,0.49,0.51,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,344,10.1021/acs.jpcb.0c02386,210.15798,0.49,0,0,0,0,1,0,0,0,1,0,train,316.3,10.1016/j.fluid.2017.03.015,337.7170076
2-hydroxyethyl(trimethyl)azanium;chloride,tetrabutylazanium;chloride,0.488,0.512,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,344,10.1021/acs.jpcb.0c02386,210.434576,0.488,0,0,0,0,1,0,0,0,1,0,train,317.7,10.1016/j.fluid.2017.03.015,337.7170076
2-hydroxyethyl(trimethyl)azanium;chloride,tetrabutylazanium;chloride,0.425,0.575,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,344,10.1021/acs.jpcb.0c02386,219.14735,0.425,0,0,0,0,1,0,0,0,1,0,train,326.9,10.1016/j.fluid.2017.03.015,337.7170076
2-hydroxyethyl(trimethyl)azanium;chloride,tetrabutylazanium;chloride,0.412,0.588,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,344,10.1021/acs.jpcb.0c02386,220.945224,0.412,0,0,0,0,1,0,0,0,1,0,train,328.3,10.1016/j.fluid.2017.03.015,338.3714758
2-hydroxyethyl(trimethyl)azanium;chloride,tetrabutylazanium;chloride,0.296,0.704,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,344,10.1021/acs.jpcb.0c02386,236.987792,0.296,0,0,0,0,1,0,0,0,1,0,train,331.6,10.1016/j.fluid.2017.03.015,340.2969765
2-hydroxyethyl(trimethyl)azanium;chloride,tetrabutylazanium;chloride,0.289,0.711,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,344,10.1021/acs.jpcb.0c02386,237.955878,0.289,0,0,0,0,1,0,0,0,1,0,train,333.3,10.1016/j.fluid.2017.03.015,340.1771387
2-hydroxyethyl(trimethyl)azanium;chloride,tetrabutylazanium;chloride,0.191,0.809,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,344,10.1021/acs.jpcb.0c02386,251.509082,0.191,0,0,0,0,1,0,0,0,1,0,train,341.3,10.1016/j.fluid.2017.03.015,347.0107275
2-hydroxyethyl(trimethyl)azanium;chloride,tetrabutylazanium;chloride,0.189,0.811,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,344,10.1021/acs.jpcb.0c02386,251.785678,0.189,0,0,0,0,1,0,0,0,1,0,train,340.9,10.1016/j.fluid.2017.03.015,347.0107275
2-hydroxyethyl(trimethyl)azanium;chloride,tetrabutylazanium;chloride,0.125,0.875,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,344,10.1021/acs.jpcb.0c02386,260.63675,0.125,0,0,0,0,1,0,0,0,1,0,train,341.3,10.1016/j.fluid.2017.03.015,343.8019885
2-hydroxyethyl(trimethyl)azanium;chloride,tetrabutylazanium;chloride,0.114,0.886,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,344,10.1021/acs.jpcb.0c02386,262.158028,0.114,0,0,0,0,1,0,0,0,1,0,train,341.6,10.1016/j.fluid.2017.03.015,345.489488
2-hydroxyethyl(trimethyl)azanium;chloride,azanium;chloride,0.879,0.121,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,632.2,10.1016/j.gee.2020.11.020,129.203786,1,0,0,0,0,0.879,0,0,0,0.879,0,test,539.9,10.1016/j.fluid.2019.04.019,573.252365
2-hydroxyethyl(trimethyl)azanium;chloride,azanium;chloride,0.763,0.237,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,632.2,10.1016/j.gee.2020.11.020,119.212242,1,0,0,0,0,0.763,0,0,0,0.763,0,test,513.6,10.1016/j.fluid.2019.04.019,536.2219582
2-hydroxyethyl(trimethyl)azanium;chloride,azanium;chloride,0.695,0.305,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,632.2,10.1016/j.gee.2020.11.020,113.35513,1,0,0,0,0,0.695,0,0,0,0.695,0,test,503.8,10.1016/j.fluid.2019.04.019,485.7070205
2-hydroxyethyl(trimethyl)azanium;chloride,azanium;chloride,0.589,0.411,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,632.2,10.1016/j.gee.2020.11.020,104.224926,1,0,0,0,0,0.589,0,0,0,0.589,0,test,483.6,10.1016/j.fluid.2019.04.019,403.4541271
2-hydroxyethyl(trimethyl)azanium;chloride,azanium;chloride,0.494,0.506,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,632.2,10.1016/j.gee.2020.11.020,96.042196,1,0,0,0,0,0.494,0,0,0,0.494,0,test,473.8,10.1016/j.fluid.2019.04.019,377.211217
2-hydroxyethyl(trimethyl)azanium;chloride,azanium;chloride,0.384,0.616,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,632.2,10.1016/j.gee.2020.11.020,86.567456,1,0,0,0,0,0.384,0,0,0,0.384,0,test,510,10.1016/j.fluid.2019.04.019,371.7488348
2-hydroxyethyl(trimethyl)azanium;chloride,azanium;chloride,0.296,0.704,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,632.2,10.1016/j.gee.2020.11.020,78.987664,1,0,0,0,0,0.296,0,0,0,0.296,0,test,537.2,10.1016/j.fluid.2019.04.019,377.2617432
2-hydroxyethyl(trimethyl)azanium;chloride,azanium;chloride,0.2,0.8,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,632.2,10.1016/j.gee.2020.11.020,70.7188,1,0,0,0,0,0.2,0,0,0,0.2,0,test,568.6,10.1016/j.fluid.2019.04.019,389.6341806
2-hydroxyethyl(trimethyl)azanium;chloride,azanium;chloride,0.106,0.894,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,632.2,10.1016/j.gee.2020.11.020,62.622204,1,0,0,0,0,0.106,0,0,0,0.106,0,test,598.8,10.1016/j.fluid.2019.04.019,399.8996127
