Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),Type I,Type II,Type III,Type IV,Type V,Type IL,"Melting temperature of component#1, K",Reference(DOI)#1,"Melting temperature of component#2, K",Reference(DOI)#2,"Molecular weight, g/mol",Number of hydrogen bond donors,Number of aliphatic carboxylic acids,Number of aromatic carboxylic acide,Number of aromatic nitrogens,Number of aromatic hydroxyl groups,Number of Tertiary amines,Number of Secondary amines,Number of amides,Number of aromatic rings,Chemical toxicity evaluation,Number of heavy atoms,train/test,"Tmelt, K",Reference (DOI),"Tmelt_prediction, K"
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.111111,0.888889,0,0,1,0,0,0,504.15,10.1021/je100104v,348,10.1016/0021-9614(78)90104-0,140.1705284,0.888889,0,0,0,0,0,0,0.888889,0.333333,0.111111,0,train,203.86,10.1021/je100104v,218.3107458
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.1111,0.8889,0,0,1,0,0,0,504.15,10.1021/je100104v,348,10.1016/0021-9614(78)90104-0,140.1678423,0.8889,0,0,0,0,0,0,0.8889,0.3333,0.1111,0,train,203.86,10.1016/j.molliq.2021.117021,218.3107458
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.090909,0.909091,0,0,1,0,0,0,504.15,10.1021/je100104v,348,10.1016/0021-9614(78)90104-0,135.2373414,0.909091,0,0,0,0,0,0,0.909091,0.272727,0.090909,0,train,206.11,10.1021/je100104v,228.919437
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",0.066667,0.933333,0,0,1,0,0,0,504.15,10.1021/je100104v,348,10.1016/0021-9614(78)90104-0,129.3176147,0.933333,0,0,0,0,0,0,0.933333,0.200001,0.066667,0,train,206.37,10.1021/je100104v,236.9787895
2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dimethylphenol",0.4,0.6,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,345.69,10.1016/j.gee.2020.11.020,129.1506,1,0,0,0,0.6,0.4,0,0,0.6,0.4,0,test,330.5,10.1021/je300997v,311.3399522
2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dimethylphenol",0.332,0.668,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,345.69,10.1016/j.gee.2020.11.020,127.963388,1,0,0,0,0.668,0.332,0,0,0.668,0.332,0,test,323.6,10.1021/je300997v,303.808021
2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dimethylphenol",0.25,0.75,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,345.69,10.1016/j.gee.2020.11.020,126.53175,1,0,0,0,0.75,0.25,0,0,0.75,0.25,0,test,290.8,10.1021/je300997v,306.2008641
2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dimethylphenol",0.2,0.8,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,345.69,10.1016/j.gee.2020.11.020,125.6588,1,0,0,0,0.8,0.2,0,0,0.8,0.2,0,test,316.3,10.1021/je300997v,307.4049147
2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dimethylphenol",0.167,0.833,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,345.69,10.1016/j.gee.2020.11.020,125.082653,1,0,0,0,0.833,0.167,0,0,0.833,0.167,0,test,325,10.1021/je300997v,315.1422915
2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dimethylphenol",0.1,0.9,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,345.69,10.1016/j.gee.2020.11.020,123.9129,1,0,0,0,0.9,0.1,0,0,0.9,0.1,0,test,339.8,10.1021/je300997v,323.8536238
2-hydroxyethyl(trimethyl)azanium;chloride,"2,4,6-trimethylphenol",0.33,0.67,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,345.05,10.1016/j.gee.2020.11.020,137.32656,1,0,0,0,0.67,0.33,0,0,0.67,0.33,0,test,307.06,10.1016/j.fluid.2017.05.009,302.9529536
2-hydroxyethyl(trimethyl)azanium;chloride,"3,4-dimethylphenol",0.33,0.67,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,334,10.1016/j.gee.2020.11.020,127.92847,1,0,0,0,0.67,0.33,0,0,0.67,0.33,0,train,273.16,10.1016/j.fluid.2017.05.009,305.6908012
methyl(trioctyl)azanium;chloride,4-hydroxybenzonitrile,0.6667,0.3333,0,0,1,0,0,0,253.15,10.1080/01932691.2013.862170,384.65,10.1002/adsc.201301001,309.1618348,0.3333,0,0,0,0.3333,1,0,0,0.3333,1.3334,0,test,210.15,10.1016/j.trac.2021.116187,286.2785877
methyl(trioctyl)azanium;chloride,4-hydroxybenzonitrile,0.5,0.5,0,0,1,0,0,0,253.15,10.1080/01932691.2013.862170,384.65,10.1002/adsc.201301001,261.645,0.5,0,0,0,0.5,1,0,0,0.5,1,0,test,211.15,10.1016/j.trac.2021.116187,272.2953445
methyl(trioctyl)azanium;chloride,4-hydroxybenzonitrile,0.3333,0.6667,0,0,1,0,0,0,253.15,10.1080/01932691.2013.862170,384.65,10.1002/adsc.201301001,214.1281652,0.6667,0,0,0,0.6667,1,0,0,0.6667,0.6666,0,test,210.15,10.1016/j.trac.2021.116187,279.0579328
methyl(trioctyl)azanium;chloride,4-hydroxybenzonitrile,0.6667,0.3333,0,0,1,0,0,0,253.15,10.1080/01932691.2013.862170,384.65,10.1002/adsc.201301001,309.1618348,0.3333,0,0,0,0.3333,1,0,0,0.3333,1.3334,0,test,210.15,10.1021/acssuschemeng.0c00559,286.2785877
methyl(trioctyl)azanium;chloride,4-hydroxybenzonitrile,0.5,0.5,0,0,1,0,0,0,253.15,10.1080/01932691.2013.862170,384.65,10.1002/adsc.201301001,261.645,0.5,0,0,0,0.5,1,0,0,0.5,1,0,test,211.15,10.1021/acssuschemeng.0c00559,272.2953445
methyl(trioctyl)azanium;chloride,4-hydroxybenzonitrile,0.3333,0.6667,0,0,1,0,0,0,253.15,10.1080/01932691.2013.862170,384.65,10.1002/adsc.201301001,214.1281652,0.6667,0,0,0,0.6667,1,0,0,0.6667,0.6666,0,test,210.15,10.1021/acssuschemeng.0c00559,279.0579328
2-hydroxyethyl(trimethyl)azanium;chloride,4-hydroxybenzoic acid,0.67,0.33,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,489.4,10.1007/s10973-009-0649-4,139.12968,1.33,0,0.33,0,0.33,0.67,0,0,0.33,0.67,0,train,360.15,10.1039/C1RA00630D,374.8667502
2-hydroxyethyl(trimethyl)azanium;chloride,4-hydroxybenzoic acid,0.6667,0.3333,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,489.4,10.1007/s10973-009-0649-4,139.1247168,1.3333,0,0.3333,0,0.3333,0.6667,0,0,0.3333,0.6667,0,train,360.15,10.1016/j.gee.2019.03.002,361.850653
methyl(trioctyl)azanium;chloride,4-phenylphenol,0.5,0.5,0,0,1,0,0,0,253.15,10.1080/01932691.2013.862170,437.65,10.1002/ddr.21085,287.189,0.5,0,0,0,0.5,0.5,0,0,1,1,0,train,301.15,10.1016/j.trac.2021.116187,276.5795306
methyl(trioctyl)azanium;chloride,4-phenylphenol,0.5,0.5,0,0,1,0,0,0,253.15,10.1080/01932691.2013.862170,437.65,10.1002/ddr.21085,287.189,0.5,0,0,0,0.5,0.5,0,0,1,1,0,train,301.15,10.1021/acssuschemeng.0c00559,276.5795306
2-hydroxyethyl(trimethyl)azanium;chloride,5-phenylpentanoic acid,0.4,0.6,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,331.98,10.1021/je010153h,162.789,1,0.6,0,0,0,0.4,0,0,0.6,1,0,train,293.15,10.1016/j.fluid.2019.06.005,319.9664421
azanium;thiocyanate,acetamide,0.4,0.6,0,0,1,0,0,0,422.75,10.1002/9781119312468.ch1,354.06,10.1016/0040-6031(89)87104-7,65.8904,1,0,0,0,0,0.4,0,0.6,0,0.8,0,train,297,10.1016/j.cej.2018.10.077,276.9044819
azanium;thiocyanate,acetamide,0.25,0.75,0,0,1,0,0,0,422.75,10.1002/9781119312468.ch1,354.06,10.1016/0040-6031(89)87104-7,63.332,1,0,0,0,0,0.25,0,0.75,0,0.5,0,train,278.15,10.1039/C2RA22990K,267.5893115
2-hydroxyethyl(trimethyl)azanium;chloride,acetamide,0.33,0.67,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,354.06,10.1016/0040-6031(89)87104-7,85.65214,1,0,0,0,0,0.33,0,0.67,0,0.33,0,train,324.16,10.1039/B210714G,280.6316442
ethanamine;hydrochloride,acetamide,0.75,0.25,0,0,1,0,0,0,380.65,10.1021/jp2010138,354.06,10.1016/0040-6031(89)87104-7,75.9265,1,0,0,0,0,0,0,0.25,0,0,0,test,335.15,10.1002/cphc.200500489,314.0378786
ethanamine;hydrochloride,acetamide,0.666667,0.333333,0,0,1,0,0,0,380.65,10.1021/jp2010138,354.06,10.1016/0040-6031(89)87104-7,74.05334083,1,0,0,0,0,0,0,0.333333,0,0,0,test,330.15,10.1002/cphc.200500489,292.7634214
ethanamine;hydrochloride,acetamide,0.6,0.4,0,0,1,0,0,0,380.65,10.1021/jp2010138,354.06,10.1016/0040-6031(89)87104-7,72.5548,1,0,0,0,0,0,0,0.4,0,0,0,test,319.15,10.1002/cphc.200500489,292.5915495
ethanamine;hydrochloride,acetamide,0.5,0.5,0,0,1,0,0,0,380.65,10.1021/jp2010138,354.06,10.1016/0040-6031(89)87104-7,70.307,1,0,0,0,0,0,0,0.5,0,0,0,test,306.15,10.1002/cphc.200500489,278.2867814
ethanamine;hydrochloride,acetamide,0.4,0.6,0,0,1,0,0,0,380.65,10.1021/jp2010138,354.06,10.1016/0040-6031(89)87104-7,68.0592,1,0,0,0,0,0,0,0.6,0,0,0,test,293.15,10.1002/cphc.200500489,285.6157916
ethanamine;hydrochloride,acetamide,0.333333,0.666667,0,0,1,0,0,0,380.65,10.1021/jp2010138,354.06,10.1016/0040-6031(89)87104-7,66.56065917,1,0,0,0,0,0,0,0.666667,0,0,0,test,310.15,10.1002/cphc.200500489,284.941044
ethanamine;hydrochloride,acetamide,0.25,0.75,0,0,1,0,0,0,380.65,10.1021/jp2010138,354.06,10.1016/0040-6031(89)87104-7,64.6875,1,0,0,0,0,0,0,0.75,0,0,0,test,318.15,10.1002/cphc.200500489,292.3777072
tetrabutylazanium;bromide,acetic acid,0.5,0.5,0,0,1,0,0,0,390.8,10.1016/j.gee.2020.11.020,289.85,10.1016/j.molliq.2016.10.134,191.2135,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0,train,254.7,10.1002/aic.17408,284.5650144
"2-(diethylamino)ethyl 2,2-diphenylacetate;hydrochloride",2-acetyloxybenzoic acid,0.67,0.33,0,0,1,0,0,0,387.15,KNN,414,10.1016/j.gee.2020.11.020,292.53609,1,0,0.33,0,0,0,0.67,0,1.67,1.33,0,train,250.15,10.1016/j.molliq.2020.114745,278.6359262
2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,0.893,0.107,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,414,10.1016/j.gee.2020.11.020,143.963031,1,0,0.107,0,0,0.893,0,0,0.107,1.107,0,test,555.58,10.1016/j.fluid.2019.06.005,513.7398264
2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,0.8,0.2,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,414,10.1016/j.gee.2020.11.020,147.7326,1,0,0.2,0,0,0.8,0,0,0.2,1.2,0,test,527.48,10.1016/j.fluid.2019.06.005,468.2440658
2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,0.696,0.304,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,414,10.1016/j.gee.2020.11.020,151.948032,1,0,0.304,0,0,0.696,0,0,0.304,1.304,0,test,495.55,10.1016/j.fluid.2019.06.005,381.1297564
2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,0.595,0.405,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,414,10.1016/j.gee.2020.11.020,156.041865,1,0,0.405,0,0,0.595,0,0,0.405,1.405,0,test,450.78,10.1016/j.fluid.2019.06.005,332.9373342
2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,0.499,0.501,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,414,10.1016/j.gee.2020.11.020,159.933033,1,0,0.501,0,0,0.499,0,0,0.501,1.501,0,test,418.25,10.1016/j.fluid.2019.06.005,303.3446205
2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,0.414,0.586,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,414,10.1016/j.gee.2020.11.020,163.378338,1,0,0.586,0,0,0.414,0,0,0.586,1.586,0,test,382.48,10.1016/j.fluid.2019.06.005,318.4817443
2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,0.286,0.714,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,414,10.1016/j.gee.2020.11.020,168.566562,1,0,0.714,0,0,0.286,0,0,0.714,1.714,0,test,340.65,10.1016/j.fluid.2019.06.005,318.3078433
2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,0.206,0.794,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,414,10.1016/j.gee.2020.11.020,171.809202,1,0,0.794,0,0,0.206,0,0,0.794,1.794,0,test,354.85,10.1016/j.fluid.2019.06.005,335.982198
2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,0.101,0.899,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,414,10.1016/j.gee.2020.11.020,176.065167,1,0,0.899,0,0,0.101,0,0,0.899,1.899,0,test,381.52,10.1016/j.fluid.2019.06.005,365.2100202
tetraethylazanium;bromide,hexanedioic acid,0.49,0.51,0,0,1,0,0,0,633,10.1016/j.gee.2020.11.020,426.2,10.1016/j.gee.2020.11.020,177.51033,01.02,01.02,0,0,0,0.49,0,0,0,1,0,train,347.86,10.1016/j.gee.2020.11.020,324.5987591
tetrapropylazanium;bromide,hexanedioic acid,0.52,0.48,0,0,1,0,0,0,583,10.1016/j.gee.2020.11.020,426.2,10.1016/j.gee.2020.11.020,208.607,0.96,0.96,0,0,0,0.52,0,0,0,1,0,train,332,10.1021/acs.jpcb.0c01680,302.1092971
2-hydroxyethyl(trimethyl)azanium;chloride,hexanedioic acid,0.5,0.5,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,426.2,10.1016/j.gee.2020.11.020,142.884,1.5,1,0,0,0,0.5,0,0,0,1,0,test,358.15,10.1002/aic.17408,334.4732263
tetrabutylazanium;chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.888889,0.111111,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,517.15,10.1021/ja069813z,266.3995671,0.444444,0.111111,0,0,0,1,0,0,0,1.222222,0,test,299.31,10.1016/j.jtice.2015.12.020,320.5867311
tetrabutylazanium;chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.875,0.125,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,517.15,10.1021/ja069813z,264.959,0.5,0.125,0,0,0,1,0,0,0,1.25,0,test,299.55,10.1016/j.jtice.2015.12.020,320.5867311
tetrabutylazanium;chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.857143,0.142857,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,517.15,10.1021/ja069813z,263.106872,0.571428,0.142857,0,0,0,1,0,0,0,1.285714,0,test,298.22,10.1016/j.jtice.2015.12.020,315.6196651
tetrabutylazanium;chloride,(2S)-2-aminobutanedioic acid,0.916667,0.083333,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,543.15,10.1093/nar/gkab1062,265.8556316,0.249999,0.166666,0,0,0,0.916667,0,0,0,0.916667,0,train,304.93,10.1016/j.jtice.2015.12.020,305.05449
tetrabutylazanium;chloride,(2S)-2-aminobutanedioic acid,0.909091,0.090909,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,543.15,10.1093/nar/gkab1062,264.7584677,0.272727,0.181818,0,0,0,0.909091,0,0,0,0.909091,0,train,305.96,10.1016/j.jtice.2015.12.020,305.05449
tetrabutylazanium;chloride,(2S)-2-aminobutanedioic acid,0.9,0.1,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,543.15,10.1093/nar/gkab1062,263.4419,0.3,0.2,0,0,0,0.9,0,0,0,0.9,0,train,298.23,10.1016/j.jtice.2015.12.020,303.646978
2-hydroxyethyl(trimethyl)azanium;chloride,benzamide,0.42,0.58,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,400.16,10.1021/je800848u,128.90354,1,0,0,0,0,0.42,0,0.58,0.58,0.42,0,train,362.15,10.1016/j.fluid.2019.06.005,329.0259788
2-hydroxyethyl(trimethyl)azanium;chloride,benzamide,0.3333,0.6667,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,400.16,10.1021/je800848u,127.3007171,1,0,0,0,0,0.3333,0,0.6667,0.6667,0.3333,0,train,365.15,10.1016/j.molliq.2021.117021,316.7812544
2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,453.15,10.1021/ja069813z,183.9365,1.5,0.5,0,0,0,0.5,0,0,1,0.5,0,train,257.09,10.1016/j.fluid.2020.112752,303.7745937
hydrogen sulfate;tetrabutylazanium,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,0,0,1,0,0,0,446.15,10.1055/s-0032-1317162,453.15,10.1021/ja069813z,283.8945,1.5,0.5,0,0,0,0.5,0,0,1,1.5,0,train,254.09,10.1016/j.fluid.2020.112752,266.5729701
tetraethylazanium;bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,0,0,1,0,0,0,633,10.1016/j.gee.2020.11.020,453.15,10.1021/ja069813z,219.203,1,0.5,0,0,0,0.5,0,0,1,0.5,0,train,262.09,10.1016/j.fluid.2020.112752,286.3877152
tetrapropylazanium;bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,0,0,1,0,0,0,583,10.1016/j.gee.2020.11.020,453.15,10.1021/ja069813z,247.257,1,0.5,0,0,0,0.5,0,0,1,0.5,0,train,265.61,10.1016/j.fluid.2020.112752,245.988931
2-hydroxyethyl(trimethyl)azanium;chloride,benzoic acid,0.5,0.5,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,395.5,10.1016/j.tca.2017.06.024,130.8745,1,0,0.5,0,0,0.5,0,0,0.5,0.5,0,train,368.15,10.1016/j.gee.2019.03.002,336.1370418
2-hydroxyethyl(trimethyl)azanium;chloride,benzoic acid,0.28,0.72,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,395.5,10.1016/j.tca.2017.06.024,127.02384,1,0,0.72,0,0,0.28,0,0,0.72,0.28,0,train,351.15,10.1016/j.fluid.2019.06.005,354.7776477
tetrapropylazanium;bromide,boric acid,0.8021,0.1979,0,0,1,0,0,0,583,10.1016/j.gee.2020.11.020,443.15,KNN,225.8095114,0.5937,0,0,0,0,0.8021,0,0,0,1,0,train,218.129,10.1016/j.cattod.2021.05.018,286.0919799
tetrapropylazanium;bromide,boric acid,0.7005,0.2995,0,0,1,0,0,0,583,10.1016/j.gee.2020.11.020,443.15,KNN,205.039017,0.8985,0,0,0,0,0.7005,0,0,0,1,0,train,186.7742,10.1016/j.cattod.2021.05.018,228.2980106
tetrapropylazanium;bromide,boric acid,0.599,0.401,0,0,1,0,0,0,583,10.1016/j.gee.2020.11.020,443.15,KNN,184.288966,1.203,0,0,0,0,0.599,0,0,0,1,0,train,147.5806,10.1016/j.cattod.2021.05.018,176.1000166
tetrapropylazanium;bromide,boric acid,0.5,0.5,0,0,1,0,0,0,583,10.1016/j.gee.2020.11.020,443.15,KNN,164.05,1.5,0,0,0,0,0.5,0,0,0,1,0,train,77.9032,10.1016/j.cattod.2021.05.018,151.4294411
tetrapropylazanium;bromide,boric acid,0.3984,0.6016,0,0,1,0,0,0,583,10.1016/j.gee.2020.11.020,443.15,KNN,143.2795056,1.8048,0,0,0,0,0.3984,0,0,0,1,0,train,96.1935,10.1016/j.cattod.2021.05.018,144.9618905
tetrapropylazanium;bromide,boric acid,0.2995,0.7005,0,0,1,0,0,0,583,10.1016/j.gee.2020.11.020,443.15,KNN,123.060983,2.1015,0,0,0,0,0.2995,0,0,0,1,0,train,120.5806,10.1016/j.cattod.2021.05.018,135.4405713
tetrapropylazanium;bromide,boric acid,0.1979,0.8021,0,0,1,0,0,0,583,10.1016/j.gee.2020.11.020,443.15,KNN,102.2904886,2.4063,0,0,0,0,0.1979,0,0,0,1,0,train,142.3548,10.1016/j.cattod.2021.05.018,154.1869651
tetrapropylazanium;bromide,boric acid,0.0964,0.9036,0,0,1,0,0,0,583,10.1016/j.gee.2020.11.020,443.15,KNN,81.5404376,2.7108,0,0,0,0,0.0964,0,0,0,1,0,train,158.9032,10.1016/j.cattod.2021.05.018,186.4986187
butyl(trimethyl)azanium;chloride,butanoic acid,0.3333,0.6667,0,0,1,0,0,0,283.65,10.1093/nar/gkab1062,265.25,10.1002/ddr.21085,109.2955475,0.6667,0.6667,0,0,0,0.3333,0,0,0,0.3333,0,test,255.19,10.1016/j.microc.2019.104384,273.0751209
butyl(trimethyl)azanium;chloride,butanoic acid,0.25,0.75,0,0,1,0,0,0,283.65,10.1093/nar/gkab1062,265.25,10.1002/ddr.21085,103.99975,0.75,0.75,0,0,0,0.25,0,0,0,0.25,0,test,252.94,10.1016/j.microc.2019.104384,273.092587
butyl(trimethyl)azanium;chloride,butanoic acid,0.2,0.8,0,0,1,0,0,0,283.65,10.1093/nar/gkab1062,265.25,10.1002/ddr.21085,100.821,0.8,0.8,0,0,0,0.2,0,0,0,0.2,0,test,260,10.1016/j.microc.2019.104384,271.5928646
2-hydroxyethyl(trimethyl)azanium;chloride,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",0.67,0.33,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,505.66,10.1016/j.jct.2013.02.013,153.00189,1.66,0.33,0,0,0.66,0.67,0,0,0.33,1.33,0,test,340.15,10.1039/C1RA00630D,330.7962202
2-hydroxyethyl(trimethyl)azanium;chloride,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",0.6667,0.3333,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,505.66,10.1016/j.jct.2013.02.013,153.1356489,1.6666,0.3333,0,0,0.6666,0.6667,0,0,0.3333,1.3333,0,test,340.15,10.1016/j.gee.2019.03.002,321.8460823
tetramethylazanium;chloride,decanoic acid,0.9,0.1,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,304.8,10.1016/j.gee.2020.11.020,115.8668,0.1,0.1,0,0,0,0.9,0,0,0,1,0,test,573.35,10.1016/j.fluid.2017.04.007,561.2398425
tetramethylazanium;chloride,decanoic acid,0.811,0.189,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,304.8,10.1016/j.gee.2020.11.020,121.444252,0.189,0.189,0,0,0,0.811,0,0,0,1,0,test,544.65,10.1016/j.fluid.2017.04.007,522.7797344
tetramethylazanium;chloride,decanoic acid,0.692,0.308,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,304.8,10.1016/j.gee.2020.11.020,128.901744,0.308,0.308,0,0,0,0.692,0,0,0,1,0,test,497.45,10.1016/j.fluid.2017.04.007,468.0496142
tetramethylazanium;chloride,decanoic acid,0.601,0.399,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,304.8,10.1016/j.gee.2020.11.020,134.604532,0.399,0.399,0,0,0,0.601,0,0,0,1,0,test,463.25,10.1016/j.fluid.2017.04.007,419.9985855
tetramethylazanium;chloride,decanoic acid,0.499,0.501,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,304.8,10.1016/j.gee.2020.11.020,140.996668,0.501,0.501,0,0,0,0.499,0,0,0,1,0,test,423.75,10.1016/j.fluid.2017.04.007,348.3727012
tetramethylazanium;chloride,decanoic acid,0.402,0.598,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,304.8,10.1016/j.gee.2020.11.020,147.075464,0.598,0.598,0,0,0,0.402,0,0,0,1,0,test,390.85,10.1016/j.fluid.2017.04.007,309.1108442
tetramethylazanium;chloride,decanoic acid,0.31,0.69,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,304.8,10.1016/j.gee.2020.11.020,152.84092,0.69,0.69,0,0,0,0.31,0,0,0,1,0,test,347.75,10.1016/j.fluid.2017.04.007,301.2435617
tetramethylazanium;chloride,decanoic acid,0.206,0.794,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,304.8,10.1016/j.gee.2020.11.020,159.358392,0.794,0.794,0,0,0,0.206,0,0,0,1,0,test,303.75,10.1016/j.fluid.2017.04.007,302.6814963
tetramethylazanium;chloride,decanoic acid,0.198,0.802,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,304.8,10.1016/j.gee.2020.11.020,159.859736,0.802,0.802,0,0,0,0.198,0,0,0,1,0,test,303.83,10.1016/j.fluid.2017.04.007,301.893368
tetramethylazanium;chloride,decanoic acid,0.109,0.891,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,304.8,10.1016/j.gee.2020.11.020,165.437188,0.891,0.891,0,0,0,0.109,0,0,0,1,0,test,304.94,10.1016/j.fluid.2017.04.007,304.1053329
tetramethylazanium;chloride,decanoic acid,0.099,0.901,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,304.8,10.1016/j.gee.2020.11.020,166.063868,0.901,0.901,0,0,0,0.099,0,0,0,1,0,test,304.55,10.1016/j.fluid.2017.04.007,311.5539902
tetraethylazanium;chloride,decanoic acid,0.902,0.098,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,304.8,10.1016/j.gee.2020.11.020,166.35088,0.098,0.098,0,0,0,0.902,0,0,0,1,0,train,495.25,10.1016/j.fluid.2017.04.007,491.4285045
tetraethylazanium;chloride,decanoic acid,0.808,0.192,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,304.8,10.1016/j.gee.2020.11.020,166.96752,0.192,0.192,0,0,0,0.808,0,0,0,1,0,train,465.25,10.1016/j.fluid.2017.04.007,474.5623969
tetraethylazanium;chloride,decanoic acid,0.717,0.283,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,304.8,10.1016/j.gee.2020.11.020,167.56448,0.283,0.283,0,0,0,0.717,0,0,0,1,0,train,435.85,10.1016/j.fluid.2017.04.007,443.2789441
tetraethylazanium;chloride,decanoic acid,0.699,0.301,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,304.8,10.1016/j.gee.2020.11.020,167.68256,0.301,0.301,0,0,0,0.699,0,0,0,1,0,train,431,10.1016/j.fluid.2017.04.007,437.5186811
tetraethylazanium;chloride,decanoic acid,0.65,0.35,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,304.8,10.1016/j.gee.2020.11.020,168.004,0.35,0.35,0,0,0,0.65,0,0,0,1,0,train,403.28,10.1016/j.fluid.2017.04.007,392.434706
