Number of components,Type of DES,I,II,III,IV,V,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),"Temperature, K","Density, g/cm^3",Reference (DOI)
2,Ⅴ,0,0,0,0,1,L-proline,DL-Lactic acid,,0.5,0.5,,338.15,1.23356,10.1016/j.jct.2018.12.017
2,Ⅴ,0,0,0,0,1,L-proline,DL-Lactic acid,,0.5,0.5,,343.15,1.23014,10.1016/j.jct.2018.12.017
2,Ⅴ,0,0,0,0,1,L-proline,Levulinic acid,,0.333,0.667,,293.15,1.201,10.1016/j.jct.2018.12.017
2,Ⅴ,0,0,0,0,1,L-proline,Levulinic acid,,0.333,0.667,,298.15,1.19725,10.1016/j.jct.2018.12.017
2,Ⅴ,0,0,0,0,1,L-proline,Levulinic acid,,0.333,0.667,,303.15,1.19351,10.1016/j.jct.2018.12.017
2,Ⅴ,0,0,0,0,1,L-proline,Levulinic acid,,0.333,0.667,,308.15,1.1898,10.1016/j.jct.2018.12.017
2,Ⅴ,0,0,0,0,1,L-proline,Levulinic acid,,0.333,0.667,,313.15,1.186,10.1016/j.jct.2018.12.017
2,Ⅴ,0,0,0,0,1,L-proline,Levulinic acid,,0.333,0.667,,318.15,1.1824,10.1016/j.jct.2018.12.017
2,Ⅴ,0,0,0,0,1,L-proline,Levulinic acid,,0.333,0.667,,323.15,1.1787,10.1016/j.jct.2018.12.017
2,Ⅴ,0,0,0,0,1,L-proline,Levulinic acid,,0.333,0.667,,328.15,1.175,10.1016/j.jct.2018.12.017
2,Ⅴ,0,0,0,0,1,L-proline,Levulinic acid,,0.333,0.667,,333.15,1.1713,10.1016/j.jct.2018.12.017
2,Ⅴ,0,0,0,0,1,L-proline,Levulinic acid,,0.333,0.667,,338.15,1.1677,10.1016/j.jct.2018.12.017
2,Ⅴ,0,0,0,0,1,L-proline,Levulinic acid,,0.333,0.667,,343.15,1.164,10.1016/j.jct.2018.12.017
2,Ⅴ,0,0,0,0,1,Citric acid,D-Glucose,,0.5,0.5,,296.15,1.45,10.1016/j.molliq.2016.01.038
2,Ⅴ,0,0,0,0,1,Citric acid,D-Sucrose,,0.5,0.5,,296.15,1.43,10.1016/j.molliq.2016.01.038
2,Ⅴ,0,0,0,0,1,L-Tartaric acid,D-Glucose,,0.5,0.5,,296.15,1.46,10.1016/j.molliq.2016.01.038
2,Ⅴ,0,0,1,0,0,Capric acid,N-octyl alcohol,,0.333,0.667,,298.15,0.8489,10.1016/j.foodchem.2019.125752
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.2,0.8,,293,0.9449,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.2,0.8,,298,0.9409,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.2,0.8,,303,0.9369,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.2,0.8,,308,0.9329,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.2,0.8,,313,0.9289,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.2,0.8,,318,0.9247,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.2,0.8,,323,0.9206,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.2,0.8,,328,0.9164,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.25,0.75,,293,0.9525,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.25,0.75,,298,0.9484,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.25,0.75,,303,0.9443,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.25,0.75,,308,0.9402,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.25,0.75,,313,0.9361,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.25,0.75,,318,0.9319,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.25,0.75,,323,0.9277,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.25,0.75,,328,0.9235,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.333,0.667,,293,0.9609,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.333,0.667,,298,0.9568,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.333,0.667,,303,0.9528,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.333,0.667,,308,0.9487,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.333,0.667,,313,0.9447,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.333,0.667,,318,0.9406,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.333,0.667,,323,0.9364,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Capric acid,,0.333,0.667,,328,0.9323,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Lauric acid,,0.333,0.667,,293,0.9496,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Lauric acid,,0.333,0.667,,298,0.9456,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Lauric acid,,0.333,0.667,,303,0.9416,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Lauric acid,,0.333,0.667,,308,0.9376,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Lauric acid,,0.333,0.667,,313,0.9336,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Lauric acid,,0.333,0.667,,318,0.9296,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Lauric acid,,0.333,0.667,,323,0.92555,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Lauric acid,,0.333,0.667,,328,0.9215,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Thymol,,0.333,0.667,,293,0.9891,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Thymol,,0.333,0.667,,298,0.9854,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Thymol,,0.333,0.667,,303,0.9816,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Thymol,,0.333,0.667,,308,0.9779,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Thymol,,0.333,0.667,,313,0.9742,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Thymol,,0.333,0.667,,318,0.9704,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Thymol,,0.333,0.667,,323,0.9666,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Lidocaine,Thymol,,0.333,0.667,,328,0.9629,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,293,0.9011,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,298,0.8976,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,303,0.894,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,308,0.8904,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,313,0.8867,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,318,0.8831,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,323,0.8794,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,328,0.8757,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Thymol,Capric acid,,0.5,0.5,,293,0.9318,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Thymol,Capric acid,,0.5,0.5,,298,0.928,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Thymol,Capric acid,,0.5,0.5,,303,0.9242,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Thymol,Capric acid,,0.5,0.5,,308,0.9203,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Thymol,Capric acid,,0.5,0.5,,313,0.9165,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Thymol,Capric acid,,0.5,0.5,,318,0.9126,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Thymol,Capric acid,,0.5,0.5,,323,0.9087,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Thymol,Capric acid,,0.5,0.5,,328,0.9049,10.1016/j.fluid.2019.02.010
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.667,0.333,,293.15,0.898,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.667,0.333,,298.15,0.894,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.667,0.333,,303.15,0.889,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.667,0.333,,308.15,0.886,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.667,0.333,,313.15,0.882,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.667,0.333,,318.15,0.879,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.667,0.333,,323.15,0.875,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.667,0.333,,328.15,0.871,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.667,0.333,,333.15,0.867,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.667,0.333,,338.15,0.864,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.667,0.333,,343.15,0.86,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.667,0.333,,348.15,0.856,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.667,0.333,,353.15,0.852,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,293.15,0.901,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,298.15,0.897,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,303.15,0.893,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,308.15,0.89,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,313.15,0.886,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,318.15,0.882,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,323.15,0.878,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,328.15,0.874,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,333.15,0.87,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,338.15,0.866,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,343.15,0.863,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,348.15,0.859,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Nonanoic acid,Lauric acid,,0.75,0.25,,353.15,0.855,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,293.15,0.904,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,298.15,0.901,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,303.15,0.897,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,308.15,0.893,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,313.15,0.889,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,318.15,0.885,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,323.15,0.881,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,328.15,0.877,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,333.15,0.873,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,338.15,0.869,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,343.15,0.865,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,348.15,0.861,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.75,0.25,,353.15,0.858,10.1021/acssuschemeng.7b04235
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.75,0.25,,303.15,0.898,10.1016/j.ijggc.2019.102839
2,Ⅴ,0,0,0,0,1,Capric acid,Oleic acid,,0.4,0.6,,303.15,0.903,10.1016/j.ijggc.2019.102839
2,Ⅴ,0,0,0,0,1,Capric acid,Atropine,,0.667,0.333,,298,1.0265,10.1021/acssuschemeng.8b03520
2,Ⅴ,0,0,0,0,1,Capric acid,Lidocaine,,0.667,0.333,,298,0.9613,10.1021/acssuschemeng.8b03520
2,Ⅴ,0,0,0,0,1,Capric acid,Menthol,,0.333,0.667,,298,0.89951,10.1021/acssuschemeng.8b03520
2,Ⅴ,0,0,0,0,1,Capric acid,Menthol,,0.5,0.5,,298,0.89977,10.1021/acssuschemeng.8b03520
2,Ⅴ,0,0,0,0,1,Lauric acid,Atropine,,0.667,0.333,,298,1.00875,10.1021/acssuschemeng.8b03520
2,Ⅴ,0,0,0,0,1,Lauric acid,Lidocaine,,0.667,0.333,,298,0.9495,10.1021/acssuschemeng.8b03520
2,Ⅴ,0,0,0,0,1,Menthol,1-Napthol,,0.667,0.333,,298,0.9711,10.1021/acssuschemeng.8b03520
2,Ⅴ,0,0,0,0,1,Menthol,1-Tetradecanol,,0.667,0.333,,298,0.87206,10.1021/acssuschemeng.8b03520
2,Ⅴ,0,0,0,0,1,Menthol,Lidocaine,,0.667,0.333,,298,0.93918,10.1021/acssuschemeng.8b03520
2,Ⅴ,0,0,0,0,1,Thymol,"1,2-Decanediol",,0.667,0.333,,298,0.95233,10.1021/acssuschemeng.8b03520
2,Ⅴ,0,0,0,0,1,Thymol,Atropine,,0.667,0.333,,298,1.06229,10.1021/acssuschemeng.8b03520
2,Ⅴ,0,0,0,0,1,Thymol,Coumarin,,0.5,0.5,,298,1.0918,10.1021/acssuschemeng.8b03520
2,Ⅴ,0,0,0,0,1,Thymol,Coumarin,,0.667,0.333,,298,1.05047,10.1021/acssuschemeng.8b03520
2,Ⅴ,0,0,0,0,1,Thymol,Lidocaine,,0.5,0.5,,298,0.99312,10.1021/acssuschemeng.8b03520
2,Ⅴ,0,0,0,0,1,Thymol,Lidocaine,,0.667,0.333,,298,0.98908,10.1021/acssuschemeng.8b03520
2,Ⅴ,0,0,0,0,1,Thymol,DL-Menthol,,0.333,0.667,,298,0.92384,10.1021/acssuschemeng.8b03520
2,Ⅴ,0,0,0,0,1,Thymol,DL-Menthol,,0.5,0.5,,298,0.93656,10.1021/acssuschemeng.8b03520
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,298.15,0.8922,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,303.15,0.8886,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,308.15,0.885,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,313.15,0.8816,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,318.15,0.878,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,323.15,0.8744,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,328.15,0.8707,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,333.15,0.8669,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,338.15,0.8632,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Capric acid,Lauric acid,,0.333,0.667,,343.15,0.8594,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,293.15,0.9,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,298.15,0.8964,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,303.15,0.8927,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,308.15,0.889,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,313.15,0.8853,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,318.15,0.8816,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,323.15,0.8779,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,328.15,0.8742,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,333.15,0.8704,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,338.15,0.8667,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Capric acid,,0.5,0.5,,343.15,0.863,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,293.15,0.9053,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,298.15,0.9015,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,303.15,0.8978,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,308.15,0.894,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,313.15,0.8903,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,318.15,0.8865,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,323.15,0.8827,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,328.15,0.8788,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,333.15,0.875,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,338.15,0.8712,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-Menthol,Octanoic acid,,0.5,0.5,,343.15,0.8673,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,293.15,0.905,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,298.15,0.9011,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,303.15,0.8971,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,308.15,0.8932,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,313.15,0.8892,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,318.15,0.8853,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,323.15,0.8814,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,328.15,0.8775,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,333.15,0.8735,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,338.15,0.8696,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,Octanoic acid,Lauric acid,,0.25,0.75,,343.15,0.8657,10.1016/j.seppur.2019.115703
2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,293.15,0.935,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,298.15,0.931,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,303.15,0.927,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,308.15,0.923,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,313.15,0.919,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,318.15,0.915,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,323.15,0.911,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,328.15,0.906,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,333.15,0.902,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,338.15,0.898,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,343.15,0.894,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,348.15,0.889,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,Acetic acid,,0.5,0.5,,353.15,0.884,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,293.15,1.038,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,298.15,1.033,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,303.15,1.029,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,308.15,1.025,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,313.15,1.021,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,318.15,1.017,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,323.15,1.013,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,328.15,1.009,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,333.15,1.005,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,338.15,1.001,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,343.15,0.997,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,348.15,0.992,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.333,0.667,,353.15,0.988,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.667,0.333,,293.15,0.897,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.667,0.333,,298.15,0.894,10.1021/acssuschemeng.5b00532
2,Ⅴ,0,0,0,0,1,DL-menthol,L-Lactic acid,,0.667,0.333,,303.15,0.89,10.1021/acssuschemeng.5b00532
